,날짜,행정구,맑음,눈/비,min_c,max_c
1498,20190120,송파구,1,0,-6.0,4.0
1499,20190120,송파구,1,0,-6.0,4.0
1500,20190121,송파구,0,1,-7.0,4.0
1501,20190121,송파구,0,1,-7.0,4.0
1502,20190122,송파구,1,0,-3.0,7.0
1503,20190122,송파구,1,0,-3.0,7.0
1504,20190123,송파구,1,0,-1.0,7.0
1505,20190123,송파구,1,0,-1.0,7.0
1506,20190124,송파구,1,0,-5.0,7.0
1507,20190124,송파구,1,0,-5.0,7.0
1508,20190125,송파구,1,0,-4.0,3.0
1509,20190125,송파구,1,0,-4.0,3.0
1510,20190126,송파구,1,0,-7.0,2.0
1511,20190126,송파구,1,0,-7.0,2.0
1512,20190127,송파구,1,0,-7.0,5.0
1513,20190127,송파구,1,0,-7.0,5.0
1514,20190128,송파구,0,1,-2.0,5.0
1515,20190128,송파구,0,1,-2.0,5.0
1516,20190129,송파구,1,0,-6.0,7.0
1517,20190129,송파구,1,0,-6.0,7.0
1518,20190130,송파구,1,0,-3.0,7.0
1519,20190130,송파구,1,0,-3.0,7.0
1520,20190131,송파구,1,0,-6.0,2.0
1521,20190131,송파구,1,0,-6.0,2.0
1522,20190201,송파구,0,1,-7.0,3.0
1523,20190201,송파구,0,1,-7.0,3.0
1524,20190202,송파구,0,1,-3.0,6.0
1525,20190202,송파구,0,1,-3.0,6.0
1526,20190203,송파구,0,1,2.0,5.0
1527,20190203,송파구,0,1,2.0,5.0
1528,20190204,송파구,1,0,-3.0,3.0
1529,20190204,송파구,1,0,-3.0,3.0
1530,20190205,송파구,1,0,-4.0,10.0
1531,20190205,송파구,1,0,-4.0,10.0
1532,20190206,송파구,1,0,0.0,9.0
1533,20190206,송파구,1,0,0.0,9.0
1534,20190207,송파구,0,1,-8.0,6.0
1535,20190207,송파구,0,1,-8.0,6.0
1536,20190208,송파구,1,0,-10.0,-1.0
1537,20190208,송파구,1,0,-10.0,-1.0
1538,20190209,송파구,1,0,-9.0,-2.0
1539,20190209,송파구,1,0,-9.0,-2.0
1540,20190210,송파구,1,0,-9.0,-2.0
1541,20190210,송파구,1,0,-9.0,-2.0
1542,20190211,송파구,1,0,-8.0,2.0
1543,20190211,송파구,1,0,-8.0,2.0
1544,20190212,송파구,0,1,-4.0,4.0
1545,20190212,송파구,0,1,-4.0,4.0
1546,20190213,송파구,1,0,-6.0,3.0
1547,20190213,송파구,1,0,-6.0,3.0
1548,20190214,송파구,1,0,-6.0,6.0
1549,20190214,송파구,1,0,-6.0,6.0
1550,20190215,송파구,0,1,-3.0,1.0
1551,20190215,송파구,0,1,-3.0,1.0
1552,20190216,송파구,0,1,-5.0,2.0
1553,20190216,송파구,0,1,-5.0,2.0
1554,20190217,송파구,1,0,-7.0,5.0
1555,20190217,송파구,1,0,-7.0,5.0
1556,20190218,송파구,1,0,-5.0,6.0
1557,20190218,송파구,1,0,-5.0,6.0
1558,20190219,송파구,0,1,0.0,3.0
1559,20190219,송파구,0,1,0.0,3.0
1560,20190220,송파구,0,1,0.0,5.0
1561,20190220,송파구,0,1,0.0,5.0
1562,20190221,송파구,1,0,-3.0,9.0
1563,20190221,송파구,1,0,-3.0,9.0
1564,20190222,송파구,1,0,-2.0,11.0
1565,20190222,송파구,1,0,-2.0,11.0
1566,20190223,송파구,1,0,1.0,15.0
1567,20190223,송파구,1,0,1.0,15.0
1568,20190224,송파구,1,0,1.0,14.0
1569,20190224,송파구,1,0,1.0,14.0
1570,20190225,송파구,1,0,1.0,10.0
1571,20190225,송파구,1,0,1.0,10.0
1572,20190226,송파구,1,0,-2.0,12.0
1573,20190226,송파구,1,0,-2.0,12.0
1574,20190227,송파구,1,0,5.0,14.0
1575,20190227,송파구,1,0,5.0,14.0
1576,20190228,송파구,1,0,2.0,13.0
1577,20190228,송파구,1,0,2.0,13.0
1578,20190301,송파구,1,0,1.0,13.0
1579,20190301,송파구,1,0,1.0,13.0
1580,20190302,송파구,1,0,1.0,15.0
1581,20190302,송파구,1,0,1.0,15.0
1582,20190303,송파구,1,0,3.0,16.0
1583,20190303,송파구,1,0,3.0,16.0
1584,20190304,송파구,1,0,5.0,16.0
1585,20190304,송파구,1,0,5.0,16.0
1586,20190305,송파구,1,0,6.0,13.0
1587,20190305,송파구,1,0,6.0,13.0
1588,20190306,송파구,1,0,6.0,12.0
1589,20190306,송파구,1,0,6.0,12.0
1590,20190307,송파구,1,0,3.0,13.0
1591,20190307,송파구,1,0,3.0,13.0
1592,20190308,송파구,1,0,1.0,13.0
1593,20190308,송파구,1,0,1.0,13.0
1594,20190309,송파구,1,0,0.0,15.0
1595,20190309,송파구,1,0,0.0,15.0
1596,20190310,송파구,1,0,7.0,15.0
1597,20190310,송파구,1,0,7.0,15.0
1598,20190311,송파구,0,1,4.0,10.0
1599,20190311,송파구,0,1,4.0,10.0
1600,20190312,송파구,0,1,0.0,8.0
1601,20190312,송파구,0,1,0.0,8.0
1602,20190313,송파구,0,1,0.0,9.0
1603,20190313,송파구,0,1,0.0,9.0
1604,20190314,송파구,0,1,-2.0,10.0
1605,20190314,송파구,0,1,-2.0,10.0
1606,20190315,송파구,0,1,2.0,11.0
1607,20190315,송파구,0,1,2.0,11.0
1608,20190316,송파구,1,0,0.0,9.0
1609,20190316,송파구,1,0,0.0,9.0
1610,20190317,송파구,1,0,3.0,12.0
1611,20190317,송파구,1,0,3.0,12.0
1612,20190318,송파구,1,0,1.0,14.0
1613,20190318,송파구,1,0,1.0,14.0
1614,20190319,송파구,1,0,3.0,17.0
1615,20190319,송파구,1,0,3.0,17.0
1616,20190320,송파구,0,1,7.0,15.0
1617,20190320,송파구,0,1,7.0,15.0
1618,20190321,송파구,0,1,2.0,11.0
1619,20190321,송파구,0,1,2.0,11.0
1620,20190322,송파구,1,0,-1.0,8.0
1621,20190322,송파구,1,0,-1.0,8.0
1622,20190323,송파구,0,1,0.0,8.0
1623,20190323,송파구,0,1,0.0,8.0
1624,20190324,송파구,1,0,-1.0,10.0
1625,20190324,송파구,1,0,-1.0,10.0
1626,20190325,송파구,1,0,3.0,12.0
1627,20190325,송파구,1,0,3.0,12.0
1628,20190326,송파구,1,0,7.0,18.0
1629,20190326,송파구,1,0,7.0,18.0
1630,20190327,송파구,1,0,9.0,16.0
1631,20190327,송파구,1,0,9.0,16.0
1632,20190328,송파구,1,0,6.0,15.0
1633,20190328,송파구,1,0,6.0,15.0
1634,20190329,송파구,0,1,6.0,15.0
1635,20190329,송파구,0,1,6.0,15.0
1636,20190330,송파구,0,1,4.0,8.0
1637,20190330,송파구,0,1,4.0,8.0
1638,20190331,송파구,0,1,3.0,8.0
1639,20190331,송파구,0,1,3.0,8.0
1640,20190401,송파구,1,0,0.0,11.0
1641,20190401,송파구,1,0,0.0,11.0
1642,20190402,송파구,1,0,1.0,13.0
1643,20190402,송파구,1,0,1.0,13.0
1644,20190403,송파구,1,0,2.0,14.0
1645,20190403,송파구,1,0,2.0,14.0
1646,20190404,송파구,1,0,3.0,16.0
1647,20190404,송파구,1,0,3.0,16.0
1648,20190405,송파구,0,1,7.0,17.0
1649,20190405,송파구,0,1,7.0,17.0
1650,20190406,송파구,0,1,6.0,12.0
1651,20190406,송파구,0,1,6.0,12.0
1652,20190407,송파구,1,0,6.0,20.0
1653,20190407,송파구,1,0,6.0,20.0
1654,20190408,송파구,1,0,8.0,17.0
1655,20190408,송파구,1,0,8.0,17.0
1656,20190409,송파구,0,1,5.0,14.0
1657,20190409,송파구,0,1,5.0,14.0
1658,20190410,송파구,0,1,5.0,10.0
1659,20190410,송파구,0,1,5.0,10.0
1660,20190411,송파구,1,0,4.0,16.0
1661,20190411,송파구,1,0,4.0,16.0
1662,20190412,송파구,1,0,6.0,18.0
1663,20190412,송파구,1,0,6.0,18.0
1664,20190413,송파구,1,0,6.0,18.0
1665,20190413,송파구,1,0,6.0,18.0
1666,20190414,송파구,0,1,7.0,14.0
1667,20190414,송파구,0,1,7.0,14.0
1668,20190415,송파구,1,0,4.0,18.0
1669,20190415,송파구,1,0,4.0,18.0
1670,20190416,송파구,1,0,7.0,23.0
1671,20190416,송파구,1,0,7.0,23.0
1672,20190417,송파구,1,0,9.0,22.0
1673,20190417,송파구,1,0,9.0,22.0
1674,20190418,송파구,0,1,10.0,16.0
1675,20190418,송파구,0,1,10.0,16.0
1676,20190419,송파구,1,0,10.0,20.0
1677,20190419,송파구,1,0,10.0,20.0
1678,20190420,송파구,0,1,10.0,19.0
1679,20190420,송파구,0,1,10.0,19.0
1680,20190421,송파구,0,1,12.0,20.0
1681,20190421,송파구,0,1,12.0,20.0
1682,20190422,송파구,1,0,11.0,28.0
1683,20190422,송파구,1,0,11.0,28.0
1684,20190423,송파구,0,1,15.0,26.0
1685,20190423,송파구,0,1,15.0,26.0
1686,20190424,송파구,0,1,16.0,26.0
1687,20190424,송파구,0,1,16.0,26.0
1688,20190425,송파구,0,1,9.0,17.0
1689,20190425,송파구,0,1,9.0,17.0
1690,20190426,송파구,0,1,6.0,10.0
1691,20190426,송파구,0,1,6.0,10.0
1692,20190427,송파구,1,0,4.0,18.0
1693,20190427,송파구,1,0,4.0,18.0
1694,20190428,송파구,0,1,10.0,17.0
1695,20190428,송파구,0,1,10.0,17.0
1696,20190429,송파구,1,0,8.0,17.0
1697,20190429,송파구,1,0,8.0,17.0
1698,20190430,송파구,1,0,9.0,23.0
1699,20190430,송파구,1,0,9.0,23.0
1700,20190501,송파구,1,0,11.0,22.0
1701,20190501,송파구,1,0,11.0,22.0
1702,20190502,송파구,1,0,11.0,25.0
1703,20190502,송파구,1,0,11.0,25.0
1704,20190503,송파구,1,0,10.0,26.0
1705,20190503,송파구,1,0,10.0,26.0
1706,20190504,송파구,1,0,12.0,27.0
1707,20190504,송파구,1,0,12.0,27.0
1708,20190505,송파구,1,0,14.0,27.0
1709,20190505,송파구,1,0,14.0,27.0
1710,20190506,송파구,0,1,10.0,20.0
1711,20190506,송파구,0,1,10.0,20.0
1712,20190507,송파구,1,0,8.0,22.0
1713,20190507,송파구,1,0,8.0,22.0
1714,20190508,송파구,1,0,10.0,21.0
1715,20190508,송파구,1,0,10.0,21.0
1716,20190509,송파구,1,0,12.0,23.0
1717,20190509,송파구,1,0,12.0,23.0
1718,20190510,송파구,1,0,10.0,27.0
1719,20190510,송파구,1,0,10.0,27.0
1720,20190511,송파구,1,0,13.0,28.0
1721,20190511,송파구,1,0,13.0,28.0
1722,20190512,송파구,1,0,15.0,29.0
1723,20190512,송파구,1,0,15.0,29.0
1724,20190513,송파구,0,1,16.0,23.0
1725,20190513,송파구,0,1,16.0,23.0
1726,20190514,송파구,1,0,13.0,27.0
1727,20190514,송파구,1,0,13.0,27.0
1728,20190515,송파구,1,0,15.0,28.0
1729,20190515,송파구,1,0,15.0,28.0
1730,20190516,송파구,1,0,17.0,30.0
1731,20190516,송파구,1,0,17.0,30.0
1732,20190517,송파구,1,0,18.0,28.0
1733,20190517,송파구,1,0,18.0,28.0
1734,20190518,송파구,0,1,19.0,26.0
1735,20190518,송파구,0,1,19.0,26.0
1736,20190519,송파구,0,1,18.0,22.0
1737,20190519,송파구,0,1,18.0,22.0
1738,20190520,송파구,0,1,13.0,20.0
1739,20190520,송파구,0,1,13.0,20.0
1740,20190521,송파구,1,0,12.0,24.0
1741,20190521,송파구,1,0,12.0,24.0
1742,20190522,송파구,1,0,12.0,27.0
1743,20190522,송파구,1,0,12.0,27.0
1744,20190523,송파구,1,0,15.0,29.0
1745,20190523,송파구,1,0,15.0,29.0
1746,20190524,송파구,1,0,16.0,33.0
1747,20190524,송파구,1,0,16.0,33.0
1748,20190525,송파구,1,0,18.0,29.0
1749,20190525,송파구,1,0,18.0,29.0
1750,20190526,송파구,1,0,19.0,31.0
1751,20190526,송파구,1,0,19.0,31.0
1752,20190527,송파구,0,1,14.0,22.0
1753,20190527,송파구,0,1,14.0,22.0
1754,20190528,송파구,1,0,12.0,25.0
1755,20190528,송파구,1,0,12.0,25.0
1756,20190529,송파구,1,0,13.0,27.0
1757,20190529,송파구,1,0,13.0,27.0
1758,20190530,송파구,0,1,15.0,25.0
1759,20190530,송파구,0,1,15.0,25.0
1760,20190531,송파구,1,0,16.0,23.0
1761,20190531,송파구,1,0,16.0,23.0
1762,20190601,송파구,1,0,15.0,24.0
1763,20190601,송파구,1,0,15.0,24.0
1764,20190602,송파구,1,0,14.0,28.0
1765,20190602,송파구,1,0,14.0,28.0
1766,20190603,송파구,1,0,16.0,30.0
1767,20190603,송파구,1,0,16.0,30.0
1768,20190604,송파구,1,0,18.0,29.0
1769,20190604,송파구,1,0,18.0,29.0
1770,20190605,송파구,1,0,18.0,30.0
1771,20190605,송파구,1,0,18.0,30.0
1772,20190606,송파구,0,1,19.0,25.0
1773,20190606,송파구,0,1,19.0,25.0
1774,20190607,송파구,0,1,17.0,25.0
1775,20190607,송파구,0,1,17.0,25.0
1776,20190608,송파구,1,0,16.0,28.0
1777,20190608,송파구,1,0,16.0,28.0
1778,20190609,송파구,0,1,17.0,27.0
1779,20190609,송파구,0,1,17.0,27.0
1780,20190610,송파구,0,1,16.0,22.0
1781,20190610,송파구,0,1,16.0,22.0
1782,20190611,송파구,1,0,16.0,26.0
1783,20190611,송파구,1,0,16.0,26.0
1784,20190612,송파구,1,0,16.0,26.0
1785,20190612,송파구,1,0,16.0,26.0
1786,20190613,송파구,1,0,17.0,29.0
1787,20190613,송파구,1,0,17.0,29.0
1788,20190614,송파구,1,0,19.0,28.0
1789,20190614,송파구,1,0,19.0,28.0
1790,20190615,송파구,0,1,18.0,27.0
1791,20190615,송파구,0,1,18.0,27.0
1792,20190616,송파구,1,0,16.0,27.0
1793,20190616,송파구,1,0,16.0,27.0
1794,20190617,송파구,0,1,18.0,26.0
1795,20190617,송파구,0,1,18.0,26.0
1796,20190618,송파구,0,1,17.0,25.0
1797,20190618,송파구,0,1,17.0,25.0
1798,20190619,송파구,0,1,19.0,25.0
1799,20190619,송파구,0,1,19.0,25.0
1800,20190620,송파구,1,0,20.0,28.0
1801,20190620,송파구,1,0,20.0,28.0
1802,20190621,송파구,0,1,19.0,26.0
1803,20190621,송파구,0,1,19.0,26.0
1804,20190622,송파구,1,0,18.0,31.0
1805,20190622,송파구,1,0,18.0,31.0
1806,20190623,송파구,1,0,19.0,31.0
1807,20190623,송파구,1,0,19.0,31.0
1808,20190624,송파구,1,0,21.0,31.0
1809,20190624,송파구,1,0,21.0,31.0
1810,20190625,송파구,1,0,20.0,33.0
1811,20190625,송파구,1,0,20.0,33.0
1812,20190626,송파구,0,1,21.0,30.0
1813,20190626,송파구,0,1,21.0,30.0
1814,20190627,송파구,0,1,22.0,31.0
1815,20190627,송파구,0,1,22.0,31.0
1816,20190628,송파구,0,1,22.0,29.0
1817,20190628,송파구,0,1,22.0,29.0
1818,20190629,송파구,0,1,20.0,28.0
1819,20190629,송파구,0,1,20.0,28.0
1820,20190630,송파구,0,1,21.0,29.0
1821,20190630,송파구,0,1,21.0,29.0
1822,20190701,송파구,1,0,21.0,29.0
1823,20190701,송파구,1,0,21.0,29.0
1824,20190702,송파구,1,0,21.0,30.0
1825,20190702,송파구,1,0,21.0,30.0
1826,20190703,송파구,1,0,21.0,27.0
1827,20190703,송파구,1,0,21.0,27.0
1828,20190704,송파구,1,0,20.0,33.0
1829,20190704,송파구,1,0,20.0,33.0
1830,20190705,송파구,1,0,20.0,35.0
1831,20190705,송파구,1,0,20.0,35.0
1832,20190706,송파구,1,0,25.0,36.0
1833,20190706,송파구,1,0,25.0,36.0
1834,20190707,송파구,1,0,23.0,33.0
1835,20190707,송파구,1,0,23.0,33.0
1836,20190708,송파구,1,0,21.0,31.0
1837,20190708,송파구,1,0,21.0,31.0
1838,20190709,송파구,1,0,20.0,30.0
1839,20190709,송파구,1,0,20.0,30.0
1840,20190710,송파구,0,1,19.0,27.0
1841,20190710,송파구,0,1,19.0,27.0
1842,20190711,송파구,0,1,20.0,26.0
1843,20190711,송파구,0,1,20.0,26.0
1844,20190712,송파구,1,0,20.0,29.0
1845,20190712,송파구,1,0,20.0,29.0
1846,20190713,송파구,0,1,22.0,30.0
1847,20190713,송파구,0,1,22.0,30.0
1848,20190714,송파구,1,0,21.0,32.0
1849,20190714,송파구,1,0,21.0,32.0
1850,20190715,송파구,0,1,22.0,27.0
1851,20190715,송파구,0,1,22.0,27.0
1852,20190716,송파구,0,1,21.0,29.0
1853,20190716,송파구,0,1,21.0,29.0
1854,20190717,송파구,1,0,22.0,29.0
1855,20190717,송파구,1,0,22.0,29.0
1856,20190718,송파구,1,0,23.0,32.0
1857,20190718,송파구,1,0,23.0,32.0
1858,20190719,송파구,0,1,23.0,35.0
1859,20190719,송파구,0,1,23.0,35.0
1860,20190720,송파구,0,1,25.0,32.0
1861,20190720,송파구,0,1,25.0,32.0
1862,20190721,송파구,0,1,24.0,27.0
1863,20190721,송파구,0,1,24.0,27.0
1864,20190722,송파구,0,1,24.0,31.0
1865,20190722,송파구,0,1,24.0,31.0
1866,20190723,송파구,0,1,24.0,33.0
1867,20190723,송파구,0,1,24.0,33.0
1868,20190724,송파구,0,1,25.0,27.0
1869,20190724,송파구,0,1,25.0,27.0
1870,20190725,송파구,0,1,26.0,27.0
1871,20190725,송파구,0,1,26.0,27.0
1872,20190726,송파구,0,1,24.0,26.0
1873,20190726,송파구,0,1,24.0,26.0
1874,20190727,송파구,0,1,25.0,33.0
1875,20190727,송파구,0,1,25.0,33.0
1876,20190728,송파구,0,1,25.0,28.0
1877,20190728,송파구,0,1,25.0,28.0
1878,20190729,송파구,0,1,26.0,30.0
1879,20190729,송파구,0,1,26.0,30.0
1880,20190730,송파구,0,1,26.0,31.0
1881,20190730,송파구,0,1,26.0,31.0
1882,20190731,송파구,0,1,24.0,28.0
1883,20190731,송파구,0,1,24.0,28.0
1884,20190801,송파구,0,1,24.0,30.0
1885,20190801,송파구,0,1,24.0,30.0
1886,20190802,송파구,1,0,25.0,33.0
1887,20190802,송파구,1,0,25.0,33.0
1888,20190803,송파구,0,1,26.0,36.0
1889,20190803,송파구,0,1,26.0,36.0
1890,20190804,송파구,0,1,25.0,34.0
1891,20190804,송파구,0,1,25.0,34.0
1892,20190805,송파구,1,0,26.0,36.0
1893,20190805,송파구,1,0,26.0,36.0
1894,20190806,송파구,1,0,28.0,37.0
1895,20190806,송파구,1,0,28.0,37.0
1896,20190807,송파구,0,1,24.0,30.0
1897,20190807,송파구,0,1,24.0,30.0
1898,20190808,송파구,1,0,26.0,33.0
1899,20190808,송파구,1,0,26.0,33.0
1900,20190809,송파구,1,0,26.0,35.0
1901,20190809,송파구,1,0,26.0,35.0
1902,20190810,송파구,1,0,27.0,37.0
1903,20190810,송파구,1,0,27.0,37.0
1904,20190811,송파구,0,1,26.0,36.0
1905,20190811,송파구,0,1,26.0,36.0
1906,20190812,송파구,0,1,25.0,29.0
1907,20190812,송파구,0,1,25.0,29.0
1908,20190813,송파구,0,1,25.0,35.0
1909,20190813,송파구,0,1,25.0,35.0
1910,20190814,송파구,1,0,26.0,36.0
1911,20190814,송파구,1,0,26.0,36.0
1912,20190815,송파구,0,1,24.0,29.0
1913,20190815,송파구,0,1,24.0,29.0
1914,20190816,송파구,0,1,23.0,30.0
1915,20190816,송파구,0,1,23.0,30.0
1916,20190817,송파구,0,1,23.0,29.0
1917,20190817,송파구,0,1,23.0,29.0
1918,20190818,송파구,1,0,23.0,31.0
1919,20190818,송파구,1,0,23.0,31.0
1920,20190819,송파구,1,0,21.0,31.0
1921,20190819,송파구,1,0,21.0,31.0
1922,20190820,송파구,1,0,23.0,33.0
1923,20190820,송파구,1,0,23.0,33.0
1924,20190821,송파구,0,1,24.0,30.0
1925,20190821,송파구,0,1,24.0,30.0
1926,20190822,송파구,1,0,23.0,31.0
1927,20190822,송파구,1,0,23.0,31.0
1928,20190823,송파구,1,0,23.0,31.0
1929,20190823,송파구,1,0,23.0,31.0
1930,20190824,송파구,1,0,22.0,27.0
1931,20190824,송파구,1,0,22.0,27.0
1932,20190825,송파구,1,0,20.0,30.0
1933,20190825,송파구,1,0,20.0,30.0
1934,20190826,송파구,1,0,22.0,32.0
1935,20190826,송파구,1,0,22.0,32.0
1936,20190827,송파구,0,1,22.0,29.0
1937,20190827,송파구,0,1,22.0,29.0
1938,20190828,송파구,0,1,24.0,30.0
1939,20190828,송파구,0,1,24.0,30.0
1940,20190829,송파구,0,1,20.0,26.0
1941,20190829,송파구,0,1,20.0,26.0
1942,20190830,송파구,0,1,20.0,27.0
1943,20190830,송파구,0,1,20.0,27.0
1944,20190831,송파구,1,0,19.0,29.0
1945,20190831,송파구,1,0,19.0,29.0
1946,20190901,송파구,1,0,19.0,28.0
1947,20190901,송파구,1,0,19.0,28.0
1948,20190902,송파구,1,0,19.0,30.0
1949,20190902,송파구,1,0,19.0,30.0
1950,20190903,송파구,0,1,22.0,28.0
1951,20190903,송파구,0,1,22.0,28.0
1952,20190904,송파구,0,1,21.0,26.0
1953,20190904,송파구,0,1,21.0,26.0
1954,20190905,송파구,0,1,22.0,28.0
1955,20190905,송파구,0,1,22.0,28.0
1956,20190906,송파구,0,1,22.0,29.0
1957,20190906,송파구,0,1,22.0,29.0
1958,20190907,송파구,0,1,23.0,30.0
1959,20190907,송파구,0,1,23.0,30.0
1960,20190908,송파구,0,1,23.0,27.0
1961,20190908,송파구,0,1,23.0,27.0
1962,20190909,송파구,0,1,22.0,28.0
1963,20190909,송파구,0,1,22.0,28.0
1964,20190910,송파구,0,1,22.0,27.0
1965,20190910,송파구,0,1,22.0,27.0
1966,20190911,송파구,0,1,20.0,29.0
1967,20190911,송파구,0,1,20.0,29.0
1968,20190912,송파구,0,1,19.0,23.0
1969,20190912,송파구,0,1,19.0,23.0
1970,20190913,송파구,0,1,18.0,29.0
1971,20190913,송파구,0,1,18.0,29.0
1972,20190914,송파구,0,1,21.0,24.0
1973,20190914,송파구,0,1,21.0,24.0
1974,20190915,송파구,1,0,20.0,30.0
1975,20190915,송파구,1,0,20.0,30.0
1976,20190916,송파구,1,0,21.0,31.0
1977,20190916,송파구,1,0,21.0,31.0
1978,20190917,송파구,1,0,18.0,29.0
1979,20190917,송파구,1,0,18.0,29.0
1980,20190918,송파구,1,0,16.0,25.0
1981,20190918,송파구,1,0,16.0,25.0
1982,20190919,송파구,1,0,14.0,26.0
1983,20190919,송파구,1,0,14.0,26.0
1984,20190920,송파구,1,0,16.0,24.0
1985,20190920,송파구,1,0,16.0,24.0
1986,20190921,송파구,1,0,18.0,22.0
1987,20190921,송파구,1,0,18.0,22.0
1988,20190922,송파구,0,1,17.0,20.0
1989,20190922,송파구,0,1,17.0,20.0
1990,20190923,송파구,1,0,17.0,25.0
1991,20190923,송파구,1,0,17.0,25.0
1992,20190924,송파구,1,0,14.0,27.0
1993,20190924,송파구,1,0,14.0,27.0
1994,20190925,송파구,1,0,15.0,27.0
1995,20190925,송파구,1,0,15.0,27.0
1996,20190926,송파구,1,0,18.0,29.0
1997,20190926,송파구,1,0,18.0,29.0
1998,20190927,송파구,1,0,20.0,27.0
1999,20190927,송파구,1,0,20.0,27.0
2000,20190928,송파구,1,0,19.0,29.0
2001,20190928,송파구,1,0,19.0,29.0
2002,20190929,송파구,1,0,18.0,29.0
2003,20190929,송파구,1,0,18.0,29.0
2004,20190930,송파구,1,0,16.0,30.0
2005,20190930,송파구,1,0,16.0,30.0
