date,month,weekday,weekend,rainy,mean_c,O3,PM10,PM25,home,home-away,win_shift,rank_shift,cumsum_win,streak,m_count,m_rate,search,attendance
2019/04/05,4,Friday,0.0,1.0,12.0,0.036000000000000004,82.0,27.0,두산,2.0,1,1.0,6,-1,1516,0.07189973614775726,2.28728,"10,365"
2019/04/06,4,Saturday,1.0,1.0,9.0,0.008,67.0,22.0,두산,2.0,0,1.0,6,-2,1984,0.05897177419354839,2.32197,"14,279"
2019/04/07,4,Sunday,1.0,0.0,13.0,0.03,35.0,18.0,두산,0.0,0,1.0,6,-3,1652,0.0599273607748184,2.34512,"16,081"
2019/04/10,4,Wednesday,0.0,1.0,7.5,0.026000000000000002,9.0,8.0,LG,4.0,1,3.0,2,-1,1585,0.2302839116719243,31.84713,"10,261"
2019/04/11,4,Thursday,0.0,0.0,10.0,0.018000000000000002,31.0,21.0,LG,5.0,0,5.0,2,1,1409,0.1902058197303052,42.03821,"11,168"
2019/04/12,4,Friday,0.0,0.0,12.0,0.026000000000000002,47.0,31.0,LG,2.0,1,4.0,3,2,2096,0.14551526717557253,41.401270000000004,"18,489"
2019/04/13,4,Saturday,1.0,0.0,12.0,0.032,48.0,33.0,LG,1.0,1,4.0,4,3,2005,0.25536159600997504,43.949040000000004,"25,000"
2019/04/14,4,Sunday,1.0,1.0,10.5,0.036000000000000004,39.0,23.0,LG,1.0,1,4.0,5,-1,1778,0.16647919010123735,29.299359999999997,"15,459"
2019/04/16,4,Tuesday,0.0,0.0,15.0,0.022000000000000002,48.0,23.0,두산,2.0,0,2.0,6,1,2155,0.08352668213457076,1.91238,"8,633"
2019/04/17,4,Wednesday,0.0,0.0,15.5,0.025,42.0,21.0,두산,2.0,1,1.0,7,2,2104,0.1335551330798479,2.54878,"9,217"
2019/04/18,4,Thursday,0.0,1.0,13.0,0.021,37.0,27.0,두산,1.0,1,1.0,8,-1,2479,0.04759983864461476,2.29612,"8,624"
2019/04/19,4,Friday,0.0,0.0,15.0,0.024,47.0,28.0,LG,0.0,0,4.0,5,-2,2334,0.2365038560411311,35.03184,"9,936"
2019/04/20,4,Saturday,1.0,1.0,14.5,0.027000000000000003,47.0,27.0,LG,2.0,0,4.0,5,-3,1609,0.24238657551274084,34.3949,"16,362"
2019/04/21,4,Sunday,1.0,1.0,16.0,0.035,37.0,32.0,LG,0.0,0,5.0,5,1,1683,0.23291740938799765,13.37579,"14,364"
2019/04/23,4,Tuesday,0.0,1.0,20.5,0.031,99.0,50.0,LG,7.0,1,3.0,6,2,905,0.4033149171270719,47.13375,"12,485"
2019/04/24,4,Wednesday,0.0,1.0,21.0,0.025,58.0,48.0,LG,7.0,1,3.0,7,3,1739,0.18113858539390454,44.58598,"14,171"
2019/04/26,4,Friday,0.0,1.0,8.0,0.026000000000000002,7.0,10.0,두산,5.0,0,1.0,8,1,937,0.20597652081109924,2.0243900000000004,"15,257"
2019/04/27,4,Saturday,1.0,0.0,11.0,0.024,20.0,14.0,두산,5.0,1,2.0,9,2,1342,0.07078986587183309,2.11285,"24,027"
2019/04/28,4,Sunday,1.0,1.0,13.5,0.036000000000000004,17.0,15.0,두산,5.0,1,2.0,10,3,1833,0.1794871794871795,2.49749,"20,219"
2019/04/30,4,Tuesday,0.0,0.0,16.0,0.024,35.0,26.0,LG,7.0,1,3.0,8,4,1762,0.4614074914869466,61.14649,"10,144"
2019/05/01,5,Wednesday,0.0,0.0,16.5,0.032,64.0,31.0,LG,8.0,1,3.0,9,5,1622,0.23057953144266335,56.05095,"12,582"
2019/05/02,5,Thursday,0.0,0.0,18.0,0.026000000000000002,60.0,21.0,LG,9.0,1,2.0,10,6,2026,0.24629812438302076,78.98089,"9,806"
2019/05/03,5,Friday,0.0,0.0,18.0,0.034,54.0,28.0,두산,1.0,1,2.0,11,4,1976,0.11639676113360325,2.27903,"24,133"
2019/05/04,5,Saturday,1.0,0.0,19.5,0.045,93.0,64.0,두산,1.0,1,2.0,12,5,1837,0.11268372346216657,2.46608,"25,000"
2019/05/05,5,Sunday,1.0,0.0,20.5,0.046,57.0,41.0,두산,2.0,1,2.0,13,6,1339,0.14115011202389846,2.20568,"25,000"
2019/05/07,5,Tuesday,0.0,0.0,15.0,0.031,50.0,21.0,두산,6.0,1,2.0,14,7,2075,0.08530120481927711,1.9533200000000002,"13,196"
2019/05/08,5,Wednesday,0.0,0.0,15.5,0.048,49.0,25.0,두산,6.0,1,2.0,15,8,1483,0.14227916385704653,1.91218,"12,115"
2019/05/09,5,Thursday,0.0,0.0,17.5,0.040999999999999995,49.0,31.0,두산,6.0,1,2.0,16,-1,1844,0.09219088937093277,1.9895,"16,281"
2019/05/10,5,Friday,0.0,0.0,18.5,0.036000000000000004,62.0,39.0,LG,1.0,1,1.0,11,-1,1774,0.1967305524239008,51.59235,"19,399"
2019/05/11,5,Saturday,1.0,0.0,20.5,0.028999999999999998,68.0,41.0,LG,2.0,0,5.0,11,1,1427,0.27960756832515765,39.49044,"25,000"
2019/05/12,5,Sunday,1.0,0.0,22.0,0.051,53.0,38.0,LG,3.0,1,4.0,12,2,1981,0.2407874810701666,41.401270000000004,"21,860"
2019/05/14,5,Tuesday,0.0,0.0,20.0,0.038,47.0,39.0,두산,5.0,0,2.0,16,-2,1571,0.1705919796308084,1.85483,"12,127"
2019/05/15,5,Wednesday,0.0,0.0,21.5,0.036000000000000004,66.0,50.0,두산,5.0,0,2.0,16,1,2107,0.05885144755576649,1.8764,"12,085"
2019/05/16,5,Thursday,0.0,0.0,23.5,0.037000000000000005,67.0,48.0,두산,6.0,1,2.0,17,2,1902,0.0583596214511041,1.94448,"15,267"
2019/05/17,5,Friday,0.0,0.0,23.0,0.027999999999999997,57.0,43.0,LG,1.0,1,3.0,13,-1,1476,0.15989159891598914,46.496809999999996,"11,998"
2019/05/18,5,Saturday,1.0,1.0,22.5,0.040999999999999995,30.0,17.0,LG,2.0,0,4.0,13,-2,1763,0.1973908111174135,38.8535,"17,182"
2019/05/21,5,Tuesday,0.0,0.0,18.0,0.042,49.0,23.0,LG,3.0,0,5.0,13,-3,1668,0.1672661870503597,29.299359999999997,"10,254"
2019/05/22,5,Wednesday,0.0,0.0,19.5,0.057,57.0,28.0,LG,4.0,0,5.0,13,-4,1874,0.17662753468516545,29.299359999999997,"10,082"
2019/05/23,5,Thursday,0.0,0.0,22.0,0.063,72.0,40.0,LG,4.0,0,5.0,13,1,1794,0.2714604236343367,31.84713,"10,249"
2019/05/24,5,Friday,0.0,0.0,24.5,0.069,79.0,48.0,두산,4.0,1,2.0,18,-1,1964,0.08961303462321793,2.2024,"20,567"
2019/05/25,5,Saturday,1.0,0.0,23.5,0.064,96.0,63.0,두산,4.0,0,2.0,18,1,2007,0.06178375685102142,2.40863,"25,000"
2019/05/26,5,Sunday,1.0,0.0,25.0,0.047,38.0,21.0,두산,4.0,1,2.0,19,2,1581,0.08032890575585072,2.01485,"22,209"
2019/05/28,5,Tuesday,0.0,0.0,18.5,0.037000000000000005,22.0,9.0,두산,5.0,1,2.0,20,3,1284,0.08333333333333333,1.7294,"10,353"
2019/05/29,5,Wednesday,0.0,0.0,20.0,0.044000000000000004,50.0,25.0,두산,6.0,1,2.0,21,4,1779,0.13097245643620012,1.8415099999999998,"12,132"
2019/05/30,5,Thursday,0.0,1.0,20.0,0.049,48.0,25.0,두산,4.0,1,1.0,22,-1,2076,0.05491329479768786,1.84201,"10,428"
2019/05/31,5,Friday,0.0,0.0,19.5,0.053,21.0,11.0,LG,0.0,1,5.0,14,2,1673,0.2259414225941423,26.114639999999998,"10,099"
2019/06/01,6,Saturday,1.0,0.0,19.5,0.052000000000000005,36.0,26.0,LG,1.0,1,3.0,15,3,1689,0.2143280047365305,46.496809999999996,"18,500"
2019/06/02,6,Sunday,1.0,0.0,21.0,0.047,41.0,24.0,LG,0.0,1,3.0,16,-1,1262,0.1648177496038035,35.66878,"12,536"
2019/06/04,6,Tuesday,0.0,0.0,23.5,0.033,27.0,17.0,LG,5.0,0,3.0,16,1,1656,0.1678743961352657,40.12738,"7,244"
2019/06/05,6,Wednesday,0.0,0.0,24.0,0.040999999999999995,64.0,47.0,LG,5.0,1,3.0,17,2,1793,0.22922476296709424,25.4777,"9,860"
2019/06/06,6,Thursday,1.0,1.0,22.0,0.027000000000000003,67.0,50.0,LG,6.0,1,3.0,18,3,1366,0.29062957540263545,46.496809999999996,"13,673"
2019/06/07,6,Friday,0.0,1.0,21.0,0.055999999999999994,11.0,9.0,두산,3.0,0,2.0,22,1,1985,0.04987405541561713,1.6304,"11,436"
2019/06/08,6,Saturday,1.0,0.0,22.0,0.045,26.0,17.0,두산,3.0,1,2.0,23,-1,1322,0.07337367624810892,1.8107,"18,312"
2019/06/09,6,Sunday,1.0,1.0,22.0,0.05,50.0,40.0,두산,3.0,0,2.0,23,-2,2056,0.0325875486381323,1.71012,"10,287"
2019/06/11,6,Tuesday,0.0,0.0,21.0,0.039,13.0,7.0,LG,7.0,1,3.0,19,0,1820,0.4543956043956044,42.03821,"10,802"
2019/06/12,6,Wednesday,0.0,0.0,21.0,0.026000000000000002,37.0,22.0,LG,7.0,0,3.0,19,1,1711,0.4272355347749854,34.3949,"13,909"
2019/06/13,6,Thursday,0.0,0.0,23.0,0.033,32.0,20.0,LG,7.0,1,3.0,20,2,1809,0.35268103924820343,47.13375,"13,705"
2019/06/14,6,Friday,0.0,0.0,23.5,0.033,40.0,26.0,두산,1.0,0,2.0,23,1,1273,0.1249018067556952,1.57663,"18,227"
2019/06/15,6,Saturday,1.0,1.0,22.5,0.046,41.0,21.0,두산,1.0,1,2.0,24,-1,1636,0.1136919315403423,1.78257,"23,106"
2019/06/16,6,Sunday,1.0,0.0,21.5,0.048,18.0,11.0,두산,1.0,0,2.0,24,1,1742,0.13432835820895522,1.71528,"17,912"
2019/06/18,6,Tuesday,0.0,1.0,21.0,0.027999999999999997,32.0,22.0,두산,3.0,1,2.0,25,2,1280,0.16640625,1.61043,"6,568"
2019/06/19,6,Wednesday,0.0,1.0,22.0,0.044000000000000004,37.0,27.0,두산,3.0,1,2.0,26,3,1321,0.07797123391370174,1.51044,"7,521"
2019/06/20,6,Thursday,0.0,0.0,24.0,0.046,35.0,24.0,두산,3.0,1,2.0,27,4,1906,0.06348373557187828,1.53201,"9,189"
2019/06/21,6,Friday,0.0,1.0,22.5,0.036000000000000004,33.0,22.0,LG,5.0,1,3.0,21,3,1870,0.379144385026738,50.95541,"18,316"
2019/06/22,6,Saturday,1.0,0.0,24.5,0.04,14.0,6.0,LG,4.0,1,3.0,22,-1,1198,0.3021702838063439,39.49044,"25,000"
2019/06/23,6,Sunday,1.0,0.0,25.0,0.043,16.0,9.0,LG,4.0,0,3.0,22,-2,1312,0.20655487804878048,45.22292,"23,321"
2019/06/25,6,Tuesday,0.0,0.0,26.5,0.048,32.0,18.0,LG,3.0,0,3.0,22,-3,1579,0.2070930968967701,42.67515,"9,777"
2019/06/26,6,Wednesday,0.0,1.0,25.5,0.037000000000000005,34.0,19.0,LG,3.0,0,4.0,22,-4,787,0.3519695044472681,40.76433,"7,888"
2019/06/27,6,Thursday,0.0,1.0,26.5,0.042,16.0,8.0,LG,3.0,0,4.0,22,1,1284,0.2881619937694704,33.12101,"8,475"
2019/06/28,6,Friday,0.0,1.0,25.5,0.034,35.0,26.0,두산,8.0,1,2.0,28,5,1204,0.06146179401993356,1.32378,"12,213"
2019/06/29,6,Saturday,1.0,1.0,24.0,0.03,22.0,15.0,두산,8.0,1,2.0,29,-1,562,0.1708185053380783,1.4626299999999999,"16,351"
2019/06/30,6,Sunday,1.0,1.0,25.0,0.038,32.0,21.0,두산,8.0,0,2.0,29,-2,1154,0.05805892547660312,1.40648,"14,096"
2019/07/02,7,Tuesday,0.0,0.0,25.5,0.052000000000000005,28.0,20.0,LG,5.0,1,4.0,23,2,963,0.28764278296988577,28.66242,"10,360"
2019/07/03,7,Wednesday,0.0,0.0,24.0,0.026000000000000002,34.0,26.0,LG,5.0,1,4.0,24,3,1055,0.2843601895734597,41.401270000000004,"11,170"
2019/07/04,7,Thursday,0.0,0.0,26.5,0.031,33.0,21.0,LG,6.0,1,4.0,25,4,1170,0.27521367521367524,31.21019,"12,362"
2019/07/05,7,Friday,0.0,0.0,27.5,0.042,32.0,19.0,두산,1.0,0,2.0,29,-3,1051,0.0960989533777355,1.44216,"13,135"
2019/07/06,7,Saturday,1.0,0.0,30.5,0.048,25.0,16.0,두산,1.0,0,2.0,29,-4,1201,0.041631973355537054,1.4626299999999999,"17,334"
2019/07/07,7,Sunday,1.0,0.0,28.0,0.046,17.0,9.0,두산,1.0,0,2.0,29,1,1744,0.12155963302752296,1.80305,"12,108"
2019/07/09,7,Tuesday,0.0,0.0,25.0,0.034,11.0,5.0,LG,2.0,1,3.0,26,-1,1046,0.2237093690248566,47.7707,"13,844"
2019/07/11,7,Thursday,0.0,1.0,23.0,0.02,9.0,2.0,LG,2.0,0,4.0,26,-2,920,0.2902173913043478,34.3949,"11,728"
2019/07/12,7,Friday,0.0,0.0,24.5,0.026000000000000002,14.0,6.0,LG,3.0,0,4.0,26,-3,1061,0.2224316682375118,40.76433,"15,973"
2019/07/13,7,Saturday,1.0,1.0,26.0,0.04,27.0,20.0,LG,3.0,0,4.0,26,1,1085,0.15207373271889402,14.01273,"21,094"
2019/07/14,7,Sunday,1.0,0.0,26.5,0.053,39.0,33.0,LG,3.0,1,4.0,27,2,1032,0.20445736434108527,16.5605,"14,603"
2019/07/16,7,Tuesday,0.0,1.0,25.0,0.033,31.0,22.0,두산,4.0,1,2.0,30,-1,928,0.07112068965517243,1.30162,"6,156"
2019/07/17,7,Wednesday,1.0,0.0,25.5,0.039,55.0,47.0,두산,3.0,0,2.0,30,-2,870,0.12413793103448276,1.53986,"7,104"
2019/07/18,7,Thursday,0.0,0.0,27.5,0.057999999999999996,54.0,47.0,두산,3.0,0,3.0,30,-3,969,0.0804953560371517,1.4152200000000001,"8,129"
2019/07/27,7,Saturday,1.0,1.0,29.0,0.035,13.0,10.0,두산,5.0,0,3.0,30,1,677,0.05465288035450517,1.13504,"17,926"
2019/07/30,7,Tuesday,0.0,1.0,28.5,0.018000000000000002,13.0,8.0,LG,2.0,1,4.0,28,-1,917,0.3053435114503817,11.464960000000001,"9,570"
2019/07/31,7,Wednesday,0.0,1.0,26.0,0.017,11.0,7.0,LG,2.0,0,4.0,28,-2,982,0.20672097759674132,26.114639999999998,"8,027"
2019/08/01,8,Thursday,0.0,1.0,27.0,0.015,11.0,6.0,LG,2.0,0,4.0,28,1,930,0.31827956989247314,14.01273,"10,007"
2019/08/03,8,Saturday,1.0,1.0,31.0,0.034,16.0,10.0,LG,3.0,1,4.0,29,2,1012,0.4426877470355731,26.751590000000004,"18,146"
2019/08/04,8,Sunday,1.0,1.0,29.5,0.051,23.0,15.0,LG,3.0,1,4.0,30,-1,846,0.3853427895981088,22.29299,"12,408"
2019/08/06,8,Tuesday,0.0,0.0,32.5,0.025,23.0,15.0,두산,7.0,1,3.0,31,2,662,0.1283987915407855,1.12301,"10,934"
2019/08/07,8,Wednesday,0.0,1.0,27.0,0.011000000000000001,15.0,10.0,두산,7.0,1,3.0,32,-1,961,0.1425598335067638,1.21097,"10,137"
2019/08/08,8,Thursday,0.0,0.0,29.5,0.027000000000000003,33.0,26.0,두산,3.0,0,3.0,32,1,925,0.05837837837837837,1.10512,"6,334"
2019/08/09,8,Friday,0.0,0.0,30.5,0.02,22.0,12.0,두산,3.0,1,3.0,33,2,992,0.04233870967741935,1.12659,"6,126"
2019/08/10,8,Saturday,1.0,0.0,32.0,0.027000000000000003,18.0,11.0,LG,3.0,0,4.0,30,-2,789,0.27629911280101394,16.5605,"12,450"
2019/08/11,8,Sunday,1.0,1.0,31.0,0.026000000000000002,13.0,7.0,LG,3.0,0,4.0,30,1,772,0.2292746113989637,19.74522,"8,495"
2019/08/13,8,Tuesday,0.0,1.0,30.0,0.024,18.0,10.0,LG,1.0,1,4.0,31,2,1072,0.41604477611940294,15.92356,"7,224"
2019/08/14,8,Wednesday,0.0,0.0,31.0,0.019,16.0,9.0,LG,2.0,1,4.0,32,-1,658,0.3130699088145897,16.5605,"9,092"
2019/08/16,8,Friday,0.0,1.0,26.5,0.026000000000000002,14.0,7.0,두산,1.0,1,3.0,34,3,980,0.12653061224489795,1.18116,"13,162"
2019/08/17,8,Saturday,1.0,1.0,26.0,0.057999999999999996,27.0,16.0,두산,6.0,1,3.0,35,4,753,0.08100929614873838,1.33283,"15,215"
2019/08/18,8,Sunday,1.0,0.0,27.0,0.05,23.0,14.0,두산,8.0,1,3.0,36,5,738,0.0948509485094851,1.32607,"11,437"
2019/08/20,8,Tuesday,0.0,0.0,28.0,0.040999999999999995,25.0,16.0,LG,3.0,0,4.0,32,1,730,0.2958904109589041,21.0191,"12,490"
2019/08/21,8,Wednesday,0.0,1.0,27.0,0.032,27.0,18.0,LG,3.0,1,4.0,33,2,530,0.4320754716981132,21.65605,"11,806"
2019/08/22,8,Thursday,0.0,0.0,27.0,0.035,32.0,22.0,LG,1.0,1,4.0,34,-1,917,0.2159214830970556,19.10828,"6,670"
2019/08/23,8,Friday,0.0,0.0,27.0,0.04,30.0,17.0,LG,1.0,0,4.0,34,1,678,0.3702064896755162,21.0191,"8,330"
2019/08/24,8,Saturday,1.0,0.0,24.5,0.024,22.0,11.0,LG,2.0,1,4.0,35,2,787,0.3557814485387548,22.29299,"14,388"
2019/08/25,8,Sunday,1.0,0.0,25.0,0.036000000000000004,19.0,11.0,LG,2.0,1,4.0,36,-1,659,0.30197268588770865,17.83439,"11,273"
2019/08/27,8,Tuesday,0.0,1.0,25.5,0.037000000000000005,22.0,17.0,두산,1.0,1,2.0,37,6,807,0.13506815365551425,1.31702,"9,204"
2019/08/28,8,Wednesday,0.0,1.0,27.0,0.038,28.0,18.0,두산,1.0,1,2.0,38,7,889,0.18222722159730034,1.56053,"10,186"
2019/08/30,8,Friday,0.0,1.0,23.5,0.025,17.0,9.0,LG,5.0,0,4.0,36,-2,687,0.3231441048034934,22.29299,"11,752"
2019/08/31,8,Saturday,1.0,0.0,24.0,0.032,17.0,10.0,두산,6.0,1,2.0,39,8,888,0.12612612612612611,1.6456099999999998,"18,526"
2019/09/01,9,Sunday,1.0,0.0,23.5,0.032,17.0,11.0,두산,6.0,1,2.0,40,9,739,0.13802435723951287,1.57723,"14,075"
2019/09/03,9,Tuesday,0.0,1.0,25.0,0.017,19.0,10.0,두산,1.0,1,2.0,41,-1,680,0.1352941176470588,1.26415,"8,566"
2019/09/06,9,Friday,0.0,1.0,25.5,0.009000000000000001,13.0,5.0,LG,6.0,0,4.0,36,1,406,0.30049261083743845,11.464960000000001,"9,837"
2019/09/08,9,Sunday,1.0,1.0,25.0,0.009000000000000001,13.0,5.0,LG,2.0,1,4.0,37,2,707,0.4328147100424328,21.65605,"17,675"
2019/09/11,9,Wednesday,0.0,1.0,24.5,0.036000000000000004,8.0,3.0,두산,2.0,0,2.0,41,-2,601,0.07487520798668885,1.2083899999999999,"8,618"
2019/09/12,9,Thursday,1.0,1.0,21.0,0.023,11.0,6.0,두산,4.0,0,3.0,41,1,523,0.07265774378585088,1.27627,"12,267"
2019/09/13,9,Friday,1.0,1.0,23.5,0.027999999999999997,11.0,5.0,두산,5.0,1,3.0,42,2,558,0.07706093189964157,1.22181,"12,415"
2019/09/14,9,Saturday,1.0,1.0,22.5,0.018000000000000002,16.0,8.0,LG,3.0,1,4.0,38,3,823,0.2478736330498177,26.114639999999998,"17,406"
2019/09/15,9,Sunday,1.0,0.0,25.0,0.028999999999999998,13.0,8.0,LG,1.0,1,4.0,39,4,794,0.5428211586901763,22.92993,"18,171"
2019/09/16,9,Monday,0.0,0.0,26.0,0.022000000000000002,10.0,5.0,두산,1.0,1,2.0,43,-1,667,0.12293853073463268,1.43957,"9,298"
2019/09/20,9,Friday,0.0,0.0,20.0,0.013999999999999999,22.0,8.0,두산,5.0,0,3.0,43,1,613,0.16150081566068514,1.87143,"13,147"
2019/09/21,9,Saturday,1.0,0.0,20.0,0.017,15.0,5.0,두산,5.0,1,2.0,44,2,323,0.29102167182662536,1.9643599999999999,"16,912"
2019/09/22,9,Sunday,1.0,1.0,18.5,0.036000000000000004,5.0,2.0,두산,2.0,1,2.0,45,-1,1046,0.26195028680688337,2.17208,"14,596"
2019/09/23,9,Monday,0.0,0.0,21.0,0.032,11.0,5.0,LG,5.0,1,4.0,40,-1,391,0.4910485933503837,27.38853,"11,775"
2019/09/24,9,Tuesday,0.0,0.0,20.5,0.016,24.0,12.0,LG,4.0,0,4.0,40,-2,1242,0.18679549114331725,16.5605,"15,115"
2019/09/27,9,Friday,0.0,0.0,23.5,0.011000000000000001,23.0,11.0,LG,1.0,0,4.0,40,-3,695,0.28345323741007195,29.299359999999997,"19,523"
2019/09/29,9,Sunday,1.0,0.0,23.5,0.031,34.0,23.0,LG,3.0,0,4.0,40,-4,970,0.36597938144329895,26.751590000000004,"25,000"
2019/09/30,9,Monday,0.0,0.0,23.0,0.032,46.0,33.0,LG,6.0,0,4.0,40,1,818,0.23838630806845965,36.30573,"12,042"
2019/10/01,10,Tuesday,0.0,0.0,23.0,0.024,40.0,28.0,두산,4.0,0,2.0,45,1,2088,0.3951149425287357,9.18034,"24,081"
