date,weekday,weekend,rainy,mean_c,O3,PM10,PM25
2018/01/11,Thursday,0.0,0.0,-10.5,0.021,35.0,19.0
2018/01/12,Friday,0.0,1.0,-10.0,0.017,25.0,14.0
2018/01/13,Saturday,1.0,1.0,-4.0,0.004,48.0,25.0
2018/01/14,Sunday,1.0,0.0,0.5,0.013,65.0,37.0
2018/01/15,Monday,0.0,1.0,5.0,0.011,62.0,44.0
2018/01/16,Tuesday,0.0,1.0,3.5,0.004,104.0,72.0
2018/01/17,Wednesday,0.0,0.0,5.5,0.006,123.0,89.0
2018/01/18,Thursday,0.0,1.0,2.5,0.015,99.0,57.0
2018/01/19,Friday,0.0,0.0,1.5,0.017,76.0,29.0
2018/01/20,Saturday,1.0,0.0,3.0,0.014,120.0,64.0
2018/01/21,Sunday,1.0,0.0,1.0,0.015,84.0,38.0
2018/01/22,Monday,0.0,1.0,-0.5,0.005,63.0,29.0
2018/01/23,Tuesday,0.0,0.0,-10.0,0.029,26.0,11.0
2018/01/24,Wednesday,0.0,0.0,-13.5,0.028,33.0,9.0
2018/01/25,Thursday,0.0,0.0,-13.0,0.027000000000000003,25.0,11.0
2018/01/26,Friday,0.0,0.0,-14.5,0.024,34.0,19.0
2018/01/27,Saturday,1.0,0.0,-10.0,0.009000000000000001,48.0,26.0
2018/01/28,Sunday,1.0,0.0,-5.0,0.02,36.0,20.0
2018/01/29,Monday,0.0,0.0,-8.5,0.027000000000000003,51.0,16.0
2018/01/30,Tuesday,0.0,1.0,-6.0,0.009000000000000001,46.0,22.0
2018/01/31,Wednesday,0.0,1.0,-2.5,0.006999999999999999,45.0,21.0
2018/02/01,Thursday,0.0,0.0,-4.0,0.011,44.0,24.0
2018/02/02,Friday,0.0,0.0,-2.0,0.006999999999999999,59.0,32.0
2018/02/03,Saturday,1.0,1.0,-6.0,0.025,40.0,20.0
2018/02/04,Sunday,1.0,0.0,-9.0,0.031,34.0,22.0
2018/02/05,Monday,0.0,0.0,-8.5,0.028,27.0,14.0
2018/02/06,Tuesday,0.0,0.0,-9.5,0.028,32.0,19.0
2018/02/07,Wednesday,0.0,0.0,-7.5,0.011,46.0,26.0
2018/02/08,Thursday,0.0,0.0,-4.0,0.006,58.0,35.0
2018/02/09,Friday,0.0,0.0,0.5,0.006999999999999999,68.0,43.0
2018/02/10,Saturday,1.0,0.0,-2.0,0.02,80.0,42.0
2018/02/11,Sunday,1.0,1.0,-6.0,0.031,61.0,15.0
2018/02/12,Monday,0.0,1.0,-6.0,0.028,57.0,15.0
2018/02/13,Tuesday,0.0,0.0,-1.5,0.016,47.0,12.0
2018/02/14,Wednesday,0.0,0.0,4.0,0.028,73.0,28.0
2018/02/15,Thursday,1.0,0.0,0.0,0.031,43.0,15.0
2018/02/16,Friday,1.0,0.0,-0.5,0.008,52.0,24.0
2018/02/17,Saturday,1.0,0.0,-3.0,,,
2018/02/18,Sunday,1.0,0.0,0.0,0.022,42.0,17.0
2018/02/19,Monday,0.0,0.0,2.5,0.01,65.0,37.0
2018/02/20,Tuesday,0.0,0.0,2.0,0.019,71.0,42.0
2018/02/21,Wednesday,0.0,0.0,-0.5,0.027000000000000003,43.0,19.0
2018/02/22,Thursday,0.0,1.0,0.5,0.022,53.0,28.0
2018/02/23,Friday,0.0,1.0,4.5,0.022,92.0,62.0
2018/02/24,Saturday,1.0,0.0,3.0,0.024,84.0,53.0
2018/02/25,Sunday,1.0,0.0,3.0,0.016,51.0,31.0
2018/02/26,Monday,0.0,0.0,3.5,0.009000000000000001,70.0,44.0
2018/02/27,Tuesday,0.0,0.0,4.0,0.003,104.0,65.0
2018/02/28,Wednesday,0.0,1.0,5.0,0.013,62.0,36.0
2018/03/01,Thursday,1.0,1.0,-0.5,0.036000000000000004,44.0,31.0
2018/03/02,Friday,0.0,0.0,-1.0,0.02,76.0,31.0
2018/03/03,Saturday,1.0,1.0,8.0,0.016,66.0,26.0
2018/03/04,Sunday,1.0,1.0,10.0,0.013,25.0,17.0
2018/03/05,Monday,0.0,1.0,6.0,0.036000000000000004,9.0,5.0
2018/03/06,Tuesday,0.0,0.0,5.0,0.019,35.0,17.0
2018/03/07,Wednesday,0.0,1.0,6.5,0.031,28.0,14.0
2018/03/08,Thursday,0.0,1.0,6.5,0.027000000000000003,32.0,24.0
2018/03/09,Friday,0.0,0.0,5.5,0.018000000000000002,48.0,33.0
2018/03/10,Saturday,1.0,0.0,5.5,0.021,50.0,31.0
2018/03/11,Sunday,1.0,0.0,7.5,0.032,53.0,30.0
2018/03/12,Monday,0.0,0.0,9.0,0.019,103.0,58.0
2018/03/13,Tuesday,0.0,0.0,12.0,0.023,42.0,22.0
2018/03/14,Wednesday,0.0,0.0,18.0,0.03,25.0,11.0
2018/03/15,Thursday,0.0,1.0,12.5,0.012,26.0,17.0
2018/03/16,Friday,0.0,0.0,8.0,0.037000000000000005,14.0,6.0
2018/03/17,Saturday,1.0,0.0,7.5,0.019,33.0,17.0
2018/03/18,Sunday,1.0,1.0,9.0,0.011,54.0,37.0
2018/03/19,Monday,0.0,1.0,8.0,0.033,22.0,13.0
2018/03/20,Tuesday,0.0,0.0,5.5,0.044,23.0,9.0
2018/03/21,Wednesday,0.0,1.0,3.0,,,
2018/03/22,Thursday,0.0,0.0,6.5,,,
2018/03/23,Friday,0.0,0.0,7.5,,,
2018/03/24,Saturday,1.0,0.0,8.5,,,
2018/03/25,Sunday,1.0,0.0,11.0,,,
2018/03/26,Monday,0.0,0.0,11.5,,,
2018/03/27,Tuesday,0.0,0.0,14.0,,,
2018/03/28,Wednesday,0.0,0.0,14.0,,,
2018/03/29,Thursday,0.0,0.0,16.5,,,
2018/03/30,Friday,0.0,0.0,16.0,,,
2018/03/31,Saturday,1.0,0.0,14.5,,,
2018/04/01,Sunday,1.0,0.0,15.5,,,
2018/04/02,Monday,0.0,0.0,19.5,,,
2018/04/03,Tuesday,0.0,1.0,18.0,,,
2018/04/04,Wednesday,0.0,1.0,14.0,,,
2018/04/05,Thursday,0.0,1.0,8.5,,,
2018/04/06,Friday,0.0,1.0,6.0,,,
2018/04/07,Saturday,1.0,1.0,5.0,,,
2018/04/08,Sunday,1.0,1.0,4.5,,,
2018/04/09,Monday,0.0,0.0,7.5,0.02,31.0,18.0
2018/04/10,Tuesday,0.0,1.0,14.5,0.03,58.0,20.0
2018/04/11,Wednesday,0.0,0.0,13.0,0.037000000000000005,77.0,27.0
2018/04/12,Thursday,0.0,0.0,13.5,0.028,52.0,15.0
2018/04/13,Friday,0.0,0.0,13.5,0.028,42.0,16.0
2018/04/14,Saturday,1.0,1.0,11.5,0.035,22.0,10.0
2018/04/15,Sunday,1.0,0.0,10.0,0.034,96.0,22.0
2018/04/16,Monday,0.0,0.0,12.0,0.025,43.0,23.0
2018/04/17,Tuesday,0.0,0.0,13.5,0.027000000000000003,74.0,31.0
2018/04/18,Wednesday,0.0,0.0,12.5,0.014,72.0,36.0
2018/04/19,Thursday,0.0,0.0,14.0,0.04,57.0,25.0
2018/04/20,Friday,0.0,0.0,18.5,,,
2018/04/21,Saturday,1.0,0.0,19.0,0.028,85.0,45.0
2018/04/22,Sunday,1.0,1.0,16.0,0.026,44.0,23.0
2018/04/23,Monday,0.0,1.0,9.5,0.04,10.0,7.0
2018/04/24,Tuesday,0.0,1.0,12.5,0.043,10.0,4.0
2018/04/25,Wednesday,0.0,0.0,14.5,0.026,41.0,28.0
2018/04/26,Thursday,0.0,0.0,16.0,0.005,55.0,36.0
2018/04/27,Friday,0.0,0.0,16.5,0.058,63.0,44.0
2018/04/28,Saturday,1.0,0.0,16.5,0.031,43.0,24.0
2018/04/29,Sunday,1.0,0.0,16.0,,,
2018/04/30,Monday,0.0,0.0,19.5,0.04,69.0,48.0
2018/05/01,Tuesday,0.0,1.0,20.5,0.038,57.0,44.0
2018/05/02,Wednesday,0.0,1.0,14.5,0.017,45.0,34.0
2018/05/03,Thursday,0.0,1.0,11.0,0.034,31.0,14.0
2018/05/04,Friday,0.0,0.0,14.5,0.046,50.0,20.0
2018/05/05,Saturday,1.0,0.0,18.5,0.052000000000000005,46.0,23.0
2018/05/06,Sunday,1.0,1.0,18.0,0.044,15.0,10.0
2018/05/07,Monday,1.0,0.0,20.0,0.03,33.0,17.0
2018/05/08,Tuesday,0.0,0.0,17.5,0.047,21.0,9.0
2018/05/09,Wednesday,0.0,0.0,15.5,0.045,24.0,11.0
2018/05/10,Thursday,0.0,0.0,16.0,0.032,44.0,22.0
2018/05/11,Friday,0.0,0.0,16.5,0.043,57.0,32.0
2018/05/12,Saturday,1.0,1.0,14.0,0.019,29.0,18.0
2018/05/13,Sunday,1.0,1.0,16.5,0.031,23.0,15.0
2018/05/14,Monday,0.0,0.0,18.5,0.031,61.0,40.0
2018/05/15,Tuesday,0.0,1.0,22.0,0.037000000000000005,74.0,43.0
2018/05/16,Wednesday,0.0,1.0,23.0,0.006999999999999999,38.0,25.0
2018/05/17,Thursday,0.0,1.0,21.5,0.014,17.0,11.0
2018/05/18,Friday,0.0,1.0,15.5,,,
2018/05/19,Saturday,1.0,0.0,17.5,,,
2018/05/20,Sunday,1.0,0.0,17.5,0.038,14.0,7.0
2018/05/21,Monday,0.0,0.0,17.5,0.034,15.0,7.0
2018/05/22,Tuesday,1.0,1.0,19.0,,,
2018/05/23,Wednesday,0.0,1.0,18.5,,,
2018/05/24,Thursday,0.0,0.0,17.5,,,
2018/05/25,Friday,0.0,0.0,20.0,,,
2018/05/26,Saturday,1.0,0.0,22.0,,,
2018/05/27,Sunday,1.0,0.0,21.0,0.045,77.0,34.0
2018/05/28,Monday,0.0,0.0,22.5,0.022,56.0,29.0
2018/05/29,Tuesday,0.0,1.0,22.5,,,
2018/05/30,Wednesday,0.0,1.0,20.5,,,
2018/05/31,Thursday,0.0,0.0,21.0,,,
2018/06/01,Friday,0.0,0.0,24.0,0.038,45.0,27.0
2018/06/02,Saturday,1.0,0.0,24.0,0.025,44.0,29.0
2018/06/03,Sunday,1.0,0.0,24.0,,,
2018/06/04,Monday,0.0,0.0,23.5,0.033,48.0,31.0
2018/06/05,Tuesday,0.0,0.0,23.5,0.034,44.0,33.0
2018/06/06,Wednesday,1.0,0.0,23.0,,,
2018/06/07,Thursday,0.0,0.0,23.5,,,
2018/06/08,Friday,0.0,0.0,23.0,,,
2018/06/09,Saturday,1.0,1.0,24.5,,,
2018/06/10,Sunday,1.0,1.0,21.5,,,
2018/06/11,Monday,0.0,1.0,21.0,,,
2018/06/12,Tuesday,0.0,1.0,22.0,,,
2018/06/13,Wednesday,1.0,1.0,22.5,,,
2018/06/14,Thursday,0.0,1.0,22.0,,,
2018/06/15,Friday,0.0,1.0,22.0,,,
2018/06/16,Saturday,1.0,0.0,22.5,,,
2018/06/17,Sunday,1.0,0.0,23.5,,,
2018/06/18,Monday,0.0,0.0,25.5,,,
2018/06/19,Tuesday,0.0,0.0,23.0,,,
2018/06/20,Wednesday,0.0,0.0,23.5,,,
2018/06/21,Thursday,0.0,0.0,24.0,,,
2018/06/22,Friday,0.0,0.0,25.0,0.036000000000000004,44.0,27.0
2018/06/23,Saturday,1.0,0.0,25.0,,,
2018/06/24,Sunday,1.0,0.0,26.0,,,
2018/06/25,Monday,0.0,0.0,27.0,,,
2018/06/26,Tuesday,0.0,1.0,23.5,0.032,60.0,43.0
2018/06/27,Wednesday,0.0,1.0,22.5,,,
2018/06/28,Thursday,0.0,1.0,24.0,,,
2018/06/29,Friday,0.0,1.0,25.5,,,
2018/06/30,Saturday,1.0,1.0,25.0,0.024,45.0,27.0
2018/07/01,Sunday,1.0,1.0,22.0,0.015,14.0,5.0
2018/07/02,Monday,0.0,1.0,23.0,0.025,10.0,4.0
2018/07/03,Tuesday,0.0,1.0,28.0,0.003,15.0,5.0
2018/07/04,Wednesday,0.0,0.0,28.0,,,
2018/07/05,Thursday,0.0,1.0,26.0,,,
2018/07/06,Friday,0.0,0.0,24.5,0.02,7.0,2.0
2018/07/07,Saturday,1.0,0.0,24.5,0.03,7.0,3.0
2018/07/08,Sunday,1.0,0.0,23.0,0.035,11.0,5.0
2018/07/09,Monday,0.0,1.0,22.0,0.012,9.0,4.0
2018/07/10,Tuesday,0.0,1.0,23.5,0.006,19.0,9.0
2018/07/11,Wednesday,0.0,1.0,27.0,0.008,26.0,14.0
2018/07/12,Thursday,0.0,1.0,26.5,0.009000000000000001,25.0,14.0
2018/07/13,Friday,0.0,0.0,28.0,0.005,19.0,11.0
2018/07/14,Saturday,1.0,1.0,28.5,,,
2018/07/15,Sunday,1.0,0.0,29.0,,,
2018/07/16,Monday,0.0,0.0,29.0,0.022,28.0,20.0
2018/07/17,Tuesday,1.0,0.0,28.0,0.015,29.0,21.0
2018/07/18,Wednesday,0.0,0.0,28.5,0.024,34.0,25.0
2018/07/19,Thursday,0.0,0.0,28.5,0.028,33.0,24.0
2018/07/20,Friday,0.0,0.0,30.0,0.038,38.0,27.0
2018/07/21,Saturday,1.0,0.0,31.0,0.054000000000000006,48.0,33.0
2018/07/22,Sunday,1.0,0.0,31.5,0.051,32.0,22.0
2018/07/23,Monday,0.0,0.0,32.5,0.036000000000000004,29.0,20.0
2018/07/24,Tuesday,0.0,0.0,32.0,0.05,40.0,27.0
2018/07/25,Wednesday,0.0,0.0,31.0,0.034,29.0,20.0
2018/07/26,Thursday,0.0,0.0,30.5,0.026,35.0,24.0
2018/07/27,Friday,0.0,0.0,31.0,0.036000000000000004,47.0,33.0
2018/07/28,Saturday,1.0,1.0,31.5,0.019,34.0,23.0
2018/07/29,Sunday,1.0,0.0,31.5,0.026,19.0,13.0
2018/07/30,Monday,0.0,0.0,31.5,0.027000000000000003,11.0,5.0
2018/07/31,Tuesday,0.0,0.0,33.0,0.041,16.0,8.0
2018/08/01,Wednesday,0.0,0.0,34.0,0.044,26.0,15.0
2018/08/02,Thursday,0.0,0.0,34.0,0.047,33.0,20.0
2018/08/03,Friday,0.0,0.0,34.0,0.06,42.0,31.0
2018/08/04,Saturday,1.0,0.0,31.5,0.036000000000000004,28.0,19.0
2018/08/05,Sunday,1.0,1.0,30.5,0.027000000000000003,23.0,15.0
2018/08/06,Monday,0.0,1.0,31.5,0.023,27.0,18.0
2018/08/07,Tuesday,0.0,1.0,31.5,0.034,19.0,11.0
2018/08/08,Wednesday,0.0,0.0,31.5,0.023,26.0,17.0
2018/08/09,Thursday,0.0,1.0,30.0,0.015,25.0,17.0
2018/08/10,Friday,0.0,0.0,31.5,0.029,18.0,9.0
2018/08/11,Saturday,1.0,0.0,31.0,0.034,9.0,4.0
2018/08/12,Sunday,1.0,0.0,31.0,0.034,14.0,10.0
2018/08/13,Monday,0.0,0.0,30.5,0.03,33.0,22.0
2018/08/14,Tuesday,0.0,0.0,32.5,0.032,29.0,20.0
2018/08/15,Wednesday,1.0,1.0,33.0,0.036000000000000004,29.0,19.0
2018/08/16,Thursday,0.0,0.0,30.0,0.026,16.0,8.0
2018/08/17,Friday,0.0,0.0,28.0,0.034,12.0,4.0
2018/08/18,Saturday,1.0,0.0,27.0,0.041,14.0,5.0
2018/08/19,Sunday,1.0,0.0,28.5,0.047,22.0,12.0
2018/08/20,Monday,0.0,1.0,29.0,0.048,33.0,20.0
2018/08/21,Tuesday,0.0,1.0,27.0,0.036000000000000004,24.0,14.0
2018/08/22,Wednesday,0.0,0.0,30.5,0.033,24.0,14.0
2018/08/23,Thursday,0.0,1.0,29.0,0.016,15.0,7.0
2018/08/24,Friday,0.0,1.0,24.5,0.016,8.0,3.0
2018/08/25,Saturday,1.0,0.0,26.0,0.041,24.0,13.0
2018/08/26,Sunday,1.0,1.0,24.5,0.032,16.0,10.0
2018/08/27,Monday,0.0,1.0,22.5,0.021,9.0,4.0
2018/08/28,Tuesday,0.0,1.0,24.5,0.006999999999999999,10.0,4.0
2018/08/29,Wednesday,0.0,1.0,25.0,0.006999999999999999,14.0,6.0
2018/08/30,Thursday,0.0,1.0,26.0,0.024,26.0,17.0
2018/08/31,Friday,0.0,1.0,26.5,0.03,24.0,14.0
2018/09/01,Saturday,1.0,0.0,26.0,0.026,17.0,9.0
2018/09/02,Sunday,1.0,0.0,25.0,0.037000000000000005,12.0,5.0
2018/09/03,Monday,0.0,1.0,23.5,0.021,14.0,7.0
2018/09/04,Tuesday,0.0,0.0,24.0,0.028,15.0,6.0
2018/09/05,Wednesday,0.0,0.0,24.5,0.036000000000000004,25.0,10.0
2018/09/06,Thursday,0.0,1.0,24.5,0.037000000000000005,29.0,17.0
2018/09/07,Friday,0.0,1.0,22.5,0.042,24.0,12.0
2018/09/08,Saturday,1.0,0.0,22.0,0.025,22.0,9.0
2018/09/09,Sunday,1.0,0.0,22.5,0.026,20.0,10.0
2018/09/10,Monday,0.0,0.0,23.5,0.033,12.0,4.0
2018/09/11,Tuesday,0.0,0.0,21.5,0.031,12.0,5.0
2018/09/12,Wednesday,0.0,0.0,22.5,0.036000000000000004,15.0,6.0
2018/09/13,Thursday,0.0,0.0,24.0,0.021,17.0,7.0
2018/09/14,Friday,0.0,1.0,23.5,0.013,19.0,9.0
2018/09/15,Saturday,1.0,1.0,23.5,0.018000000000000002,10.0,5.0
2018/09/16,Sunday,1.0,1.0,22.5,0.019,31.0,21.0
2018/09/17,Monday,0.0,1.0,23.5,0.033,26.0,15.0
2018/09/18,Tuesday,0.0,0.0,22.5,0.021,35.0,17.0
2018/09/19,Wednesday,0.0,1.0,23.0,0.016,43.0,20.0
2018/09/20,Thursday,0.0,1.0,19.0,0.028,14.0,8.0
2018/09/21,Friday,0.0,1.0,20.0,0.024,8.0,3.0
2018/09/22,Saturday,1.0,1.0,21.5,0.027000000000000003,28.0,10.0
2018/09/23,Sunday,1.0,1.0,20.5,0.029,29.0,10.0
2018/09/24,Monday,1.0,0.0,18.0,0.029,14.0,6.0
2018/09/25,Tuesday,1.0,0.0,17.5,0.021,15.0,7.0
2018/09/26,Wednesday,1.0,0.0,20.5,0.031,10.0,5.0
2018/09/27,Thursday,0.0,0.0,19.0,0.032,9.0,4.0
2018/09/28,Friday,0.0,0.0,18.0,0.021,14.0,6.0
2018/09/29,Saturday,1.0,0.0,21.0,0.02,15.0,7.0
2018/09/30,Sunday,1.0,0.0,18.0,0.023,24.0,10.0
2018/10/01,Monday,0.0,1.0,16.5,0.031,20.0,8.0
2018/10/02,Tuesday,0.0,0.0,16.0,0.024,26.0,13.0
2018/10/03,Wednesday,1.0,0.0,17.5,0.021,27.0,14.0
2018/10/04,Thursday,0.0,0.0,19.5,0.022,21.0,11.0
2018/10/05,Friday,0.0,1.0,17.5,0.031,10.0,5.0
2018/10/06,Saturday,1.0,1.0,19.0,0.038,5.0,3.0
2018/10/07,Sunday,1.0,0.0,16.5,0.023,27.0,11.0
2018/10/08,Monday,0.0,0.0,15.0,0.017,23.0,7.0
2018/10/09,Tuesday,1.0,1.0,15.5,0.01,27.0,11.0
2018/10/10,Wednesday,0.0,1.0,12.5,0.025,19.0,10.0
2018/10/11,Thursday,0.0,0.0,10.0,0.018000000000000002,18.0,8.0
2018/10/12,Friday,0.0,0.0,11.0,0.01,24.0,11.0
2018/10/13,Saturday,1.0,0.0,13.0,0.012,27.0,14.0
2018/10/14,Sunday,1.0,0.0,13.5,0.025,26.0,15.0
2018/10/15,Monday,0.0,0.0,16.0,0.022,50.0,27.0
2018/10/16,Tuesday,0.0,0.0,15.0,0.015,49.0,23.0
2018/10/17,Wednesday,0.0,0.0,13.5,0.015,36.0,17.0
2018/10/18,Thursday,0.0,1.0,13.5,0.015,18.0,8.0
2018/10/19,Friday,0.0,0.0,13.5,0.018000000000000002,18.0,8.0
2018/10/20,Saturday,1.0,0.0,14.0,0.012,38.0,17.0
2018/10/21,Sunday,1.0,0.0,14.0,0.019,38.0,19.0
2018/10/22,Monday,0.0,0.0,15.0,0.013,47.0,23.0
2018/10/23,Tuesday,0.0,1.0,13.5,0.011,41.0,21.0
2018/10/24,Wednesday,0.0,0.0,13.5,0.014,40.0,15.0
2018/10/25,Thursday,0.0,0.0,14.0,0.015,45.0,17.0
2018/10/26,Friday,0.0,1.0,12.5,0.011,34.0,17.0
2018/10/27,Saturday,1.0,0.0,9.0,0.025,27.0,6.0
2018/10/28,Sunday,1.0,1.0,9.5,0.014,15.0,8.0
2018/10/29,Monday,0.0,1.0,7.5,0.003,15.0,7.0
2018/10/30,Tuesday,0.0,1.0,6.5,0.0,0.0,0.0
2018/10/31,Wednesday,0.0,1.0,8.0,0.0,0.0,0.0
2018/11/01,Thursday,0.0,0.0,9.0,0.0,0.0,0.0
2018/11/02,Friday,0.0,0.0,11.5,0.0,0.0,0.0
2018/11/03,Saturday,1.0,0.0,12.0,0.0,0.0,0.0
2018/11/04,Sunday,1.0,0.0,12.0,0.0,0.0,0.0
2018/11/05,Monday,0.0,0.0,12.5,0.0,0.0,0.0
2018/11/06,Tuesday,0.0,0.0,13.0,0.0,0.0,0.0
2018/11/07,Wednesday,0.0,1.0,13.0,0.0,0.0,0.0
2018/11/08,Thursday,0.0,1.0,13.0,0.0,0.0,0.0
2018/11/09,Friday,0.0,1.0,12.5,0.0,0.0,0.0
2018/11/10,Saturday,1.0,1.0,13.0,0.0,0.0,0.0
2018/11/11,Sunday,1.0,1.0,8.0,0.0,0.0,0.0
2018/11/12,Monday,0.0,0.0,9.0,0.021,0.0,0.0
2018/11/13,Tuesday,0.0,0.0,9.5,0.008,50.0,25.0
2018/11/14,Wednesday,0.0,0.0,11.0,0.009000000000000001,51.0,24.0
2018/11/15,Thursday,0.0,0.0,10.5,0.006,71.0,37.0
2018/11/16,Friday,0.0,0.0,9.5,0.004,91.0,51.0
2018/11/17,Saturday,1.0,0.0,6.0,,,
2018/11/18,Sunday,1.0,0.0,6.5,,,
2018/11/19,Monday,0.0,0.0,7.0,0.005,68.0,38.0
2018/11/20,Tuesday,0.0,1.0,6.5,0.01,58.0,22.0
2018/11/21,Wednesday,0.0,1.0,5.5,0.009000000000000001,40.0,19.0
2018/11/22,Thursday,0.0,0.0,3.0,0.018000000000000002,28.0,9.0
2018/11/23,Friday,0.0,0.0,2.5,0.012,30.0,13.0
2018/11/24,Saturday,1.0,1.0,2.0,0.009000000000000001,25.0,16.0
2018/11/25,Sunday,1.0,0.0,5.5,0.005,54.0,40.0
2018/11/26,Monday,0.0,0.0,8.0,0.005,61.0,45.0
2018/11/27,Tuesday,0.0,0.0,8.0,0.003,185.0,59.0
2018/11/28,Wednesday,0.0,0.0,6.5,0.012,151.0,33.0
2018/11/29,Thursday,0.0,1.0,4.0,0.002,100.0,31.0
2018/11/30,Friday,0.0,0.0,3.0,0.005,89.0,35.0
2018/12/01,Saturday,1.0,0.0,6.5,0.006,61.0,28.0
2018/12/02,Sunday,1.0,0.0,7.5,0.004,66.0,36.0
2018/12/03,Monday,0.0,1.0,11.5,0.003,49.0,32.0
2018/12/04,Tuesday,0.0,1.0,6.0,0.005,36.0,25.0
2018/12/05,Wednesday,0.0,0.0,-0.5,0.011,33.0,14.0
2018/12/06,Thursday,0.0,1.0,3.0,0.006999999999999999,43.0,19.0
2018/12/07,Friday,0.0,0.0,-5.5,0.02,27.0,10.0
2018/12/08,Saturday,1.0,0.0,-7.5,0.018000000000000002,27.0,8.0
2018/12/09,Sunday,1.0,0.0,-7.0,0.017,27.0,11.0
2018/12/10,Monday,0.0,0.0,-1.5,0.006,42.0,21.0
2018/12/11,Tuesday,0.0,0.0,0.5,0.004,42.0,22.0
2018/12/12,Wednesday,0.0,0.0,-1.5,0.012,52.0,27.0
2018/12/13,Thursday,0.0,1.0,-2.0,0.009000000000000001,43.0,28.0
2018/12/14,Friday,0.0,0.0,-3.5,0.008,36.0,18.0
2018/12/15,Saturday,1.0,0.0,-2.5,0.004,54.0,35.0
2018/12/16,Sunday,1.0,1.0,-0.5,0.003,54.0,41.0
2018/12/17,Monday,0.0,1.0,2.0,0.008,75.0,53.0
2018/12/18,Tuesday,0.0,0.0,2.0,0.006,48.0,29.0
2018/12/19,Wednesday,0.0,0.0,5.5,0.006,59.0,34.0
2018/12/20,Thursday,0.0,0.0,4.5,0.005,64.0,37.0
2018/12/21,Friday,0.0,0.0,5.0,0.003,79.0,47.0
2018/12/22,Saturday,1.0,0.0,7.5,0.006,98.0,68.0
2018/12/23,Sunday,1.0,0.0,2.5,0.017,59.0,32.0
2018/12/24,Monday,0.0,0.0,-1.5,0.012,28.0,12.0
2018/12/25,Tuesday,1.0,0.0,0.5,0.004,38.0,23.0
2018/12/26,Wednesday,0.0,0.0,-2.0,0.01,56.0,29.0
2018/12/27,Thursday,0.0,0.0,-10.0,0.017,31.0,8.0
2018/12/28,Friday,0.0,0.0,-10.5,0.012,39.0,12.0
2018/12/29,Saturday,1.0,0.0,-7.0,0.017,44.0,8.0
2018/12/30,Sunday,1.0,0.0,-6.0,0.012,34.0,16.0
2018/12/31,Monday,0.0,0.0,-6.0,0.005,47.0,28.0
2019/01/01,Tuesday,1.0,0.0,-4.5,0.011,44.0,28.0
2019/01/02,Wednesday,0.0,0.0,-4.5,0.009000000000000001,37.0,21.0
2019/01/03,Thursday,0.0,0.0,-2.5,0.004,51.0,29.0
2019/01/04,Friday,0.0,0.0,-1.0,0.004,63.0,40.0
2019/01/05,Saturday,1.0,0.0,-2.5,0.013,69.0,41.0
2019/01/06,Sunday,1.0,0.0,-1.5,0.006999999999999999,58.0,25.0
2019/01/07,Monday,0.0,0.0,-1.5,0.006,57.0,35.0
2019/01/08,Tuesday,0.0,0.0,-3.0,0.016,47.0,19.0
2019/01/09,Wednesday,0.0,0.0,-4.0,0.01,59.0,21.0
2019/01/10,Thursday,0.0,0.0,-1.0,0.003,68.0,35.0
2019/01/11,Friday,0.0,0.0,3.5,0.004,80.0,56.0
2019/01/12,Saturday,1.0,0.0,3.5,0.006,90.0,62.0
2019/01/13,Sunday,1.0,0.0,2.5,0.009000000000000001,105.0,72.0
2019/01/14,Monday,0.0,0.0,1.5,0.004,157.0,124.0
2019/01/15,Tuesday,0.0,1.0,-2.0,0.015,133.0,88.0
2019/01/16,Wednesday,0.0,1.0,-5.5,0.011,55.0,18.0
2019/01/17,Thursday,0.0,1.0,0.5,0.009000000000000001,48.0,23.0
2019/01/18,Friday,0.0,0.0,1.0,0.005,60.0,36.0
2019/01/19,Saturday,1.0,0.0,4.5,0.008,98.0,69.0
2019/01/20,Sunday,1.0,0.0,-1.0,0.02,72.0,36.0
2019/01/21,Monday,0.0,1.0,-1.5,0.009000000000000001,43.0,20.0
2019/01/22,Tuesday,0.0,0.0,2.0,0.009000000000000001,66.0,32.0
2019/01/23,Wednesday,0.0,0.0,3.0,0.01,77.0,45.0
2019/01/24,Thursday,0.0,0.0,1.0,0.006,44.0,20.0
2019/01/25,Friday,0.0,0.0,-0.5,0.012,51.0,19.0
2019/01/26,Saturday,1.0,0.0,-2.5,0.018000000000000002,43.0,16.0
2019/01/27,Sunday,1.0,0.0,-1.0,0.012,36.0,17.0
2019/01/28,Monday,0.0,1.0,1.5,0.017,86.0,22.0
2019/01/29,Tuesday,0.0,0.0,0.5,0.008,74.0,19.0
2019/01/30,Wednesday,0.0,0.0,2.0,0.005,67.0,32.0
2019/01/31,Thursday,0.0,0.0,-2.0,0.01,80.0,19.0
2019/02/01,Friday,0.0,1.0,-2.0,0.011,37.0,14.0
2019/02/02,Saturday,1.0,1.0,1.5,0.006999999999999999,57.0,32.0
2019/02/03,Sunday,1.0,1.0,3.5,0.012,37.0,30.0
2019/02/04,Monday,1.0,0.0,0.0,0.021,71.0,32.0
2019/02/05,Tuesday,1.0,0.0,3.0,0.012,85.0,22.0
2019/02/06,Wednesday,1.0,0.0,4.5,0.012,91.0,31.0
2019/02/07,Thursday,0.0,1.0,-1.0,0.021,59.0,28.0
