date,weekday,datename,weekend,행정구,맑음,눈/비,min_c,max_c,MSRSTE_NM,NO2,O3,CO,SO2,PM10,PM25
2018/05/20,Sunday,,1.0,송파구,1.0,0.0,12.0,23.0,송파구,0.012,0.038,0.4,0.002,14.0,7.0
2018/05/21,Monday,,,송파구,1.0,0.0,11.0,24.0,송파구,0.018000000000000002,0.034,0.4,0.003,15.0,7.0
2018/05/22,Tuesday,부처님오신날,1.0,송파구,0.0,1.0,15.0,23.0,,,,,,,
2018/05/23,Wednesday,,,송파구,0.0,1.0,14.0,23.0,,,,,,,
2018/05/24,Thursday,,,송파구,1.0,0.0,11.0,24.0,,,,,,,
2018/05/25,Friday,,,송파구,1.0,0.0,14.0,26.0,,,,,,,
2018/05/26,Saturday,,1.0,송파구,1.0,0.0,14.0,30.0,,,,,,,
2018/05/27,Sunday,,1.0,송파구,1.0,0.0,17.0,25.0,송파구,0.029,0.045,0.7,0.003,77.0,34.0
2018/05/28,Monday,,,송파구,1.0,0.0,16.0,29.0,송파구,0.035,0.022,0.7,0.003,56.0,29.0
2018/05/29,Tuesday,,,송파구,0.0,1.0,19.0,26.0,,,,,,,
2018/05/30,Wednesday,,,송파구,0.0,1.0,16.0,25.0,,,,,,,
2018/05/31,Thursday,,,송파구,1.0,0.0,14.0,28.0,,,,,,,
2018/06/01,Friday,,,송파구,1.0,0.0,18.0,30.0,송파구,0.035,0.038,0.7,0.003,45.0,27.0
2018/06/02,Saturday,,1.0,송파구,1.0,0.0,18.0,30.0,송파구,0.041,0.025,0.7,0.004,44.0,29.0
2018/06/03,Sunday,,1.0,송파구,1.0,0.0,17.0,31.0,,,,,,,
2018/06/04,Monday,,,송파구,1.0,0.0,19.0,28.0,송파구,0.034,0.033,0.6,0.004,48.0,31.0
2018/06/05,Tuesday,,,송파구,1.0,0.0,18.0,29.0,송파구,0.021,0.034,0.5,0.003,44.0,33.0
2018/06/06,Wednesday,현충일,1.0,송파구,1.0,0.0,18.0,28.0,,,,,,,
2018/06/07,Thursday,,,송파구,1.0,0.0,18.0,29.0,,,,,,,
2018/06/08,Friday,,,송파구,1.0,0.0,19.0,27.0,,,,,,,
2018/06/09,Saturday,,1.0,송파구,0.0,1.0,19.0,30.0,,,,,,,
2018/06/10,Sunday,,1.0,송파구,0.0,1.0,18.0,25.0,,,,,,,
2018/06/11,Monday,,,송파구,0.0,1.0,18.0,24.0,,,,,,,
2018/06/12,Tuesday,,,송파구,0.0,1.0,17.0,27.0,,,,,,,
2018/06/13,Wednesday,전국동시지방선거,1.0,송파구,0.0,1.0,18.0,27.0,,,,,,,
2018/06/14,Thursday,,,송파구,0.0,1.0,19.0,25.0,,,,,,,
2018/06/15,Friday,,,송파구,0.0,1.0,17.0,27.0,,,,,,,
2018/06/16,Saturday,,1.0,송파구,1.0,0.0,16.0,29.0,,,,,,,
2018/06/17,Sunday,,1.0,송파구,1.0,0.0,19.0,28.0,,,,,,,
2018/06/18,Monday,,,송파구,1.0,0.0,20.0,31.0,,,,,,,
2018/06/19,Tuesday,,,송파구,1.0,0.0,19.0,27.0,,,,,,,
2018/06/20,Wednesday,,,송파구,1.0,0.0,19.0,28.0,,,,,,,
2018/06/21,Thursday,,,송파구,1.0,0.0,19.0,29.0,,,,,,,
2018/06/22,Friday,,,송파구,1.0,0.0,18.0,32.0,송파구,0.031,0.036000000000000004,0.7,0.003,44.0,27.0
2018/06/23,Saturday,,1.0,송파구,1.0,0.0,21.0,29.0,,,,,,,
2018/06/24,Sunday,,1.0,송파구,1.0,0.0,20.0,32.0,,,,,,,
2018/06/25,Monday,,,송파구,1.0,0.0,21.0,33.0,,,,,,,
2018/06/26,Tuesday,,,송파구,0.0,1.0,20.0,27.0,송파구,0.03,0.032,0.7,0.005,60.0,43.0
2018/06/27,Wednesday,,,송파구,0.0,1.0,19.0,26.0,,,,,,,
2018/06/28,Thursday,,,송파구,0.0,1.0,21.0,27.0,,,,,,,
2018/06/29,Friday,,,송파구,0.0,1.0,22.0,29.0,,,,,,,
2018/06/30,Saturday,,1.0,송파구,0.0,1.0,22.0,28.0,송파구,0.026,0.024,0.8,0.003,45.0,27.0
2018/07/01,Sunday,,1.0,송파구,0.0,1.0,21.0,23.0,송파구,0.015,0.015,0.5,0.002,14.0,5.0
2018/07/02,Monday,,,송파구,0.0,1.0,21.0,25.0,송파구,0.022,0.025,0.6,0.002,10.0,4.0
2018/07/03,Tuesday,,,송파구,0.0,1.0,23.0,33.0,송파구,0.019,0.003,0.6,0.002,15.0,5.0
2018/07/04,Wednesday,,,송파구,1.0,0.0,24.0,32.0,,,,,,,
2018/07/05,Thursday,,,송파구,0.0,1.0,23.0,29.0,,,,,,,
2018/07/06,Friday,,,송파구,1.0,0.0,22.0,27.0,송파구,0.01,0.02,0.4,0.003,7.0,2.0
2018/07/07,Saturday,,1.0,송파구,1.0,0.0,20.0,29.0,송파구,0.01,0.03,0.4,0.003,7.0,3.0
2018/07/08,Sunday,,1.0,송파구,1.0,0.0,18.0,28.0,송파구,0.009000000000000001,0.035,0.4,0.003,11.0,5.0
2018/07/09,Monday,,,송파구,0.0,1.0,20.0,24.0,송파구,0.015,0.012,0.4,0.003,9.0,4.0
2018/07/10,Tuesday,,,송파구,0.0,1.0,20.0,27.0,송파구,0.018000000000000002,0.006,0.5,0.003,19.0,9.0
2018/07/11,Wednesday,,,송파구,0.0,1.0,24.0,30.0,송파구,0.017,0.008,0.6,0.003,26.0,14.0
2018/07/12,Thursday,,,송파구,0.0,1.0,25.0,28.0,송파구,0.017,0.009000000000000001,0.6,0.004,25.0,14.0
2018/07/13,Friday,,,송파구,1.0,0.0,25.0,31.0,송파구,0.015,0.005,0.5,0.004,19.0,11.0
2018/07/14,Saturday,,1.0,송파구,0.0,1.0,25.0,32.0,,,,,,,
2018/07/15,Sunday,,1.0,송파구,1.0,0.0,25.0,33.0,,,,,,,
2018/07/16,Monday,,,송파구,1.0,0.0,24.0,34.0,송파구,0.022,0.022,0.5,0.004,28.0,20.0
2018/07/17,Tuesday,제헌절,1.0,송파구,1.0,0.0,24.0,32.0,송파구,0.022,0.015,0.5,0.004,29.0,21.0
2018/07/18,Wednesday,,,송파구,1.0,0.0,24.0,33.0,송파구,0.023,0.024,0.6,0.004,34.0,25.0
2018/07/19,Thursday,,,송파구,1.0,0.0,23.0,34.0,송파구,0.024,0.028,0.6,0.004,33.0,24.0
2018/07/20,Friday,,,송파구,1.0,0.0,25.0,35.0,송파구,0.029,0.038,0.6,0.004,38.0,27.0
2018/07/21,Saturday,,1.0,송파구,1.0,0.0,25.0,37.0,송파구,0.03,0.054000000000000006,0.7,0.005,48.0,33.0
2018/07/22,Sunday,,1.0,송파구,1.0,0.0,25.0,38.0,송파구,0.02,0.051,0.6,0.003,32.0,22.0
2018/07/23,Monday,,,송파구,1.0,0.0,29.0,36.0,송파구,0.02,0.036000000000000004,0.6,0.005,29.0,20.0
2018/07/24,Tuesday,,,송파구,1.0,0.0,27.0,37.0,송파구,0.024,0.05,0.6,0.004,40.0,27.0
2018/07/25,Wednesday,,,송파구,1.0,0.0,28.0,34.0,송파구,0.015,0.034,0.6,0.005,29.0,20.0
2018/07/26,Thursday,,,송파구,1.0,0.0,27.0,34.0,송파구,0.022,0.026,0.7,0.004,35.0,24.0
2018/07/27,Friday,,,송파구,1.0,0.0,27.0,35.0,송파구,0.025,0.036000000000000004,0.7,0.003,47.0,33.0
2018/07/28,Saturday,,1.0,송파구,0.0,1.0,28.0,35.0,송파구,0.028,0.019,0.7,0.003,34.0,23.0
2018/07/29,Sunday,,1.0,송파구,1.0,0.0,26.0,37.0,송파구,0.01,0.026,0.5,0.002,19.0,13.0
2018/07/30,Monday,,,송파구,1.0,0.0,26.0,37.0,송파구,0.01,0.027000000000000003,0.5,0.002,11.0,5.0
2018/07/31,Tuesday,,,송파구,1.0,0.0,28.0,38.0,송파구,0.012,0.041,0.5,0.002,16.0,8.0
2018/08/01,Wednesday,,,송파구,1.0,0.0,28.0,40.0,송파구,0.021,0.044,0.6,0.003,26.0,15.0
2018/08/02,Thursday,,,송파구,1.0,0.0,30.0,38.0,송파구,0.018000000000000002,0.047,0.6,0.004,33.0,20.0
2018/08/03,Friday,,,송파구,1.0,0.0,30.0,38.0,송파구,0.022,0.06,0.7,0.004,42.0,31.0
2018/08/04,Saturday,,1.0,송파구,1.0,0.0,28.0,35.0,송파구,0.015,0.036000000000000004,0.6,0.003,28.0,19.0
2018/08/05,Sunday,,1.0,송파구,0.0,1.0,27.0,34.0,송파구,0.01,0.027000000000000003,0.5,0.003,23.0,15.0
2018/08/06,Monday,,,송파구,0.0,1.0,28.0,35.0,송파구,0.018000000000000002,0.023,0.6,0.002,27.0,18.0
2018/08/07,Tuesday,,,송파구,0.0,1.0,27.0,36.0,송파구,0.015,0.034,0.6,0.003,19.0,11.0
2018/08/08,Wednesday,,,송파구,1.0,0.0,28.0,35.0,송파구,0.018000000000000002,0.023,0.6,0.003,26.0,17.0
2018/08/09,Thursday,,,송파구,0.0,1.0,27.0,33.0,송파구,0.022,0.015,0.6,0.003,25.0,17.0
2018/08/10,Friday,,,송파구,1.0,0.0,26.0,37.0,송파구,0.015,0.029,0.6,0.002,18.0,9.0
2018/08/11,Saturday,,1.0,송파구,1.0,0.0,26.0,36.0,송파구,0.011,0.034,0.5,0.003,9.0,4.0
2018/08/12,Sunday,,1.0,송파구,1.0,0.0,27.0,35.0,송파구,0.01,0.034,0.5,0.003,14.0,10.0
2018/08/13,Monday,,,송파구,1.0,0.0,27.0,34.0,송파구,0.016,0.03,0.6,0.003,33.0,22.0
2018/08/14,Tuesday,,,송파구,1.0,0.0,28.0,37.0,송파구,0.018000000000000002,0.032,0.6,0.003,29.0,20.0
2018/08/15,Wednesday,광복절,1.0,송파구,0.0,1.0,28.0,38.0,송파구,0.015,0.036000000000000004,0.5,0.003,29.0,19.0
2018/08/16,Thursday,,,송파구,1.0,0.0,24.0,36.0,송파구,0.01,0.026,0.4,0.002,16.0,8.0
2018/08/17,Friday,,,송파구,1.0,0.0,22.0,34.0,송파구,0.009000000000000001,0.034,0.4,0.002,12.0,4.0
2018/08/18,Saturday,,1.0,송파구,1.0,0.0,22.0,32.0,송파구,0.01,0.041,0.4,0.003,14.0,5.0
2018/08/19,Sunday,,1.0,송파구,1.0,0.0,23.0,34.0,송파구,0.016,0.047,0.5,0.003,22.0,12.0
2018/08/20,Monday,,,송파구,0.0,1.0,25.0,33.0,송파구,0.019,0.048,0.6,0.003,33.0,20.0
2018/08/21,Tuesday,,,송파구,0.0,1.0,23.0,31.0,송파구,0.014,0.036000000000000004,0.6,0.003,24.0,14.0
2018/08/22,Wednesday,,,송파구,1.0,0.0,23.0,38.0,송파구,0.015,0.033,0.5,0.002,24.0,14.0
2018/08/23,Thursday,,,송파구,0.0,1.0,26.0,32.0,송파구,0.012,0.016,0.5,0.002,15.0,7.0
2018/08/24,Friday,,,송파구,0.0,1.0,23.0,26.0,송파구,0.013,0.016,0.5,0.003,8.0,3.0
2018/08/25,Saturday,,1.0,송파구,1.0,0.0,23.0,29.0,송파구,0.012,0.041,0.6,0.003,24.0,13.0
2018/08/26,Sunday,,1.0,송파구,0.0,1.0,20.0,29.0,송파구,0.012,0.032,0.5,0.003,16.0,10.0
2018/08/27,Monday,,,송파구,0.0,1.0,20.0,25.0,송파구,0.016,0.021,0.5,0.002,9.0,4.0
2018/08/28,Tuesday,,,송파구,0.0,1.0,23.0,26.0,송파구,0.016,0.006999999999999999,0.5,0.003,10.0,4.0
2018/08/29,Wednesday,,,송파구,0.0,1.0,23.0,27.0,송파구,0.017,0.006999999999999999,0.5,0.003,14.0,6.0
2018/08/30,Thursday,,,송파구,0.0,1.0,24.0,28.0,송파구,0.016,0.024,0.7,0.003,26.0,17.0
2018/08/31,Friday,,,송파구,0.0,1.0,23.0,30.0,송파구,0.02,0.03,0.6,0.003,24.0,14.0
2018/09/01,Saturday,,1.0,송파구,1.0,0.0,21.0,31.0,송파구,0.014,0.026,0.5,0.003,17.0,9.0
2018/09/02,Sunday,,1.0,송파구,1.0,0.0,20.0,30.0,송파구,0.01,0.037000000000000005,0.5,0.002,12.0,5.0
2018/09/03,Monday,,,송파구,0.0,1.0,21.0,26.0,송파구,0.016,0.021,0.5,0.003,14.0,7.0
2018/09/04,Tuesday,,,송파구,1.0,0.0,20.0,28.0,송파구,0.015,0.028,0.6,0.003,15.0,6.0
2018/09/05,Wednesday,,,송파구,1.0,0.0,20.0,29.0,송파구,0.018000000000000002,0.036000000000000004,0.5,0.003,25.0,10.0
2018/09/06,Thursday,,,송파구,0.0,1.0,21.0,28.0,송파구,0.022,0.037000000000000005,0.7,0.003,29.0,17.0
2018/09/07,Friday,,,송파구,0.0,1.0,19.0,26.0,송파구,0.016,0.042,0.5,0.003,24.0,12.0
2018/09/08,Saturday,,1.0,송파구,1.0,0.0,16.0,28.0,송파구,0.018000000000000002,0.025,0.6,0.003,22.0,9.0
2018/09/09,Sunday,,1.0,송파구,1.0,0.0,16.0,29.0,송파구,0.017,0.026,0.6,0.003,20.0,10.0
2018/09/10,Monday,,,송파구,1.0,0.0,19.0,28.0,송파구,0.011,0.033,0.4,0.003,12.0,4.0
2018/09/11,Tuesday,,,송파구,1.0,0.0,17.0,26.0,송파구,0.012,0.031,0.4,0.002,12.0,5.0
2018/09/12,Wednesday,,,송파구,1.0,0.0,17.0,28.0,송파구,0.015,0.036000000000000004,0.5,0.002,15.0,6.0
2018/09/13,Thursday,,,송파구,1.0,0.0,20.0,28.0,송파구,0.018000000000000002,0.021,0.5,0.003,17.0,7.0
2018/09/14,Friday,,,송파구,0.0,1.0,20.0,27.0,송파구,0.021,0.013,0.5,0.003,19.0,9.0
2018/09/15,Saturday,,1.0,송파구,0.0,1.0,21.0,26.0,송파구,0.016,0.018000000000000002,0.5,0.003,10.0,5.0
2018/09/16,Sunday,,1.0,송파구,0.0,1.0,21.0,24.0,송파구,0.019,0.019,0.7,0.003,31.0,21.0
2018/09/17,Monday,,,송파구,0.0,1.0,19.0,28.0,송파구,0.018000000000000002,0.033,0.6,0.003,26.0,15.0
2018/09/18,Tuesday,,,송파구,1.0,0.0,18.0,27.0,송파구,0.03,0.021,0.7,0.003,35.0,17.0
2018/09/19,Wednesday,,,송파구,0.0,1.0,19.0,27.0,송파구,0.032,0.016,0.7,0.004,43.0,20.0
2018/09/20,Thursday,,,송파구,0.0,1.0,18.0,20.0,송파구,0.017,0.028,0.5,0.003,14.0,8.0
2018/09/21,Friday,,,송파구,0.0,1.0,18.0,22.0,송파구,0.016,0.024,0.5,0.002,8.0,3.0
2018/09/22,Saturday,,1.0,송파구,0.0,1.0,17.0,26.0,송파구,0.022,0.027000000000000003,0.6,0.003,28.0,10.0
2018/09/23,Sunday,추석,1.0,송파구,0.0,1.0,16.0,25.0,송파구,0.019,0.029,0.5,0.004,29.0,10.0
2018/09/24,Monday,추석,1.0,송파구,1.0,0.0,14.0,22.0,송파구,0.012,0.029,0.5,0.002,14.0,6.0
2018/09/25,Tuesday,추석,1.0,송파구,1.0,0.0,11.0,24.0,송파구,0.015,0.021,0.5,0.003,15.0,7.0
2018/09/26,Wednesday,대체휴무일,1.0,송파구,1.0,0.0,16.0,25.0,송파구,0.01,0.031,0.4,0.002,10.0,5.0
2018/09/27,Thursday,,,송파구,1.0,0.0,13.0,25.0,송파구,0.012,0.032,0.5,0.003,9.0,4.0
2018/09/28,Friday,,,송파구,1.0,0.0,14.0,22.0,송파구,0.019,0.021,0.4,0.003,14.0,6.0
2018/09/29,Saturday,,1.0,송파구,1.0,0.0,15.0,27.0,송파구,0.019,0.02,0.5,0.003,15.0,7.0
2018/09/30,Sunday,,1.0,송파구,1.0,0.0,14.0,22.0,송파구,0.019,0.023,0.5,0.003,24.0,10.0
2018/10/01,Monday,,,송파구,0.0,1.0,13.0,20.0,송파구,0.012,0.031,0.4,0.003,20.0,8.0
2018/10/02,Tuesday,,,송파구,1.0,0.0,10.0,22.0,송파구,0.022,0.024,0.6,0.003,26.0,13.0
2018/10/03,Wednesday,개천절,1.0,송파구,1.0,0.0,11.0,24.0,송파구,0.027000000000000003,0.021,0.6,0.003,27.0,14.0
2018/10/04,Thursday,,,송파구,1.0,0.0,13.0,26.0,송파구,0.022,0.022,0.6,0.003,21.0,11.0
2018/10/05,Friday,,,송파구,0.0,1.0,16.0,19.0,송파구,0.016,0.031,0.5,0.003,10.0,5.0
2018/10/06,Saturday,,1.0,송파구,0.0,1.0,16.0,22.0,송파구,0.01,0.038,0.4,0.003,5.0,3.0
2018/10/07,Sunday,,1.0,송파구,1.0,0.0,12.0,21.0,송파구,0.016,0.023,0.5,0.003,27.0,11.0
2018/10/08,Monday,,,송파구,1.0,0.0,9.0,21.0,송파구,0.024,0.017,0.5,0.003,23.0,7.0
2018/10/09,Tuesday,한글날,1.0,송파구,0.0,1.0,11.0,20.0,송파구,0.026,0.01,0.6,0.003,27.0,11.0
2018/10/10,Wednesday,,,송파구,0.0,1.0,8.0,17.0,송파구,0.014,0.025,0.5,0.003,19.0,10.0
2018/10/11,Thursday,,,송파구,1.0,0.0,6.0,14.0,송파구,0.016,0.018000000000000002,0.5,0.002,18.0,8.0
2018/10/12,Friday,,,송파구,1.0,0.0,5.0,17.0,송파구,0.028,0.01,0.6,0.003,24.0,11.0
2018/10/13,Saturday,,1.0,송파구,1.0,0.0,6.0,20.0,송파구,0.03,0.012,0.6,0.003,27.0,14.0
2018/10/14,Sunday,,1.0,송파구,1.0,0.0,7.0,20.0,송파구,0.024,0.025,0.6,0.004,26.0,15.0
2018/10/15,Monday,,,송파구,1.0,0.0,11.0,21.0,송파구,0.031,0.022,0.8,0.004,50.0,27.0
2018/10/16,Tuesday,,,송파구,1.0,0.0,10.0,20.0,송파구,0.032,0.015,0.8,0.003,49.0,23.0
2018/10/17,Wednesday,,,송파구,1.0,0.0,8.0,19.0,송파구,0.03,0.015,0.7,0.003,36.0,17.0
2018/10/18,Thursday,,,송파구,0.0,1.0,8.0,19.0,송파구,0.022,0.015,0.5,0.004,18.0,8.0
2018/10/19,Friday,,,송파구,1.0,0.0,7.0,20.0,송파구,0.022,0.018000000000000002,0.5,0.003,18.0,8.0
2018/10/20,Saturday,,1.0,송파구,1.0,0.0,7.0,21.0,송파구,0.034,0.012,0.8,0.004,38.0,17.0
2018/10/21,Sunday,,1.0,송파구,1.0,0.0,7.0,21.0,송파구,0.03,0.019,0.7,0.003,38.0,19.0
2018/10/22,Monday,,,송파구,1.0,0.0,9.0,21.0,송파구,0.04,0.013,0.8,0.004,47.0,23.0
2018/10/23,Tuesday,,,송파구,0.0,1.0,10.0,17.0,송파구,0.039,0.011,0.8,0.003,41.0,21.0
2018/10/24,Wednesday,,,송파구,1.0,0.0,8.0,19.0,송파구,0.028,0.014,0.7,0.003,40.0,15.0
2018/10/25,Thursday,,,송파구,1.0,0.0,7.0,21.0,송파구,0.033,0.015,0.9,0.004,45.0,17.0
2018/10/26,Friday,,,송파구,0.0,1.0,10.0,15.0,송파구,0.033,0.011,0.7,0.003,34.0,17.0
2018/10/27,Saturday,,1.0,송파구,1.0,0.0,6.0,12.0,송파구,0.012,0.025,0.5,0.003,27.0,6.0
2018/10/28,Sunday,,1.0,송파구,0.0,1.0,5.0,14.0,송파구,0.025,0.014,0.6,0.002,15.0,8.0
2018/10/29,Monday,,,송파구,0.0,1.0,3.0,12.0,송파구,0.024,0.003,0.6,0.003,15.0,7.0
2018/10/30,Tuesday,,,송파구,0.0,1.0,1.0,12.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/10/31,Wednesday,,,송파구,0.0,1.0,3.0,13.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/01,Thursday,,,송파구,1.0,0.0,3.0,15.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/02,Friday,,,송파구,1.0,0.0,4.0,19.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/03,Saturday,,1.0,송파구,1.0,0.0,5.0,19.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/04,Sunday,,1.0,송파구,1.0,0.0,5.0,19.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/05,Monday,,,송파구,1.0,0.0,7.0,18.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/06,Tuesday,,,송파구,1.0,0.0,8.0,18.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/07,Wednesday,,,송파구,0.0,1.0,10.0,16.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/08,Thursday,,,송파구,0.0,1.0,11.0,15.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/09,Friday,,,송파구,0.0,1.0,10.0,15.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/10,Saturday,,1.0,송파구,0.0,1.0,9.0,17.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/11,Sunday,,1.0,송파구,0.0,1.0,5.0,11.0,송파구,0.0,0.0,0.0,0.0,0.0,0.0
2018/11/12,Monday,,,송파구,1.0,0.0,3.0,15.0,송파구,0.034,0.021,0.4,0.003,0.0,0.0
2018/11/13,Tuesday,,,송파구,1.0,0.0,4.0,15.0,송파구,0.048,0.008,0.7,0.004,50.0,25.0
2018/11/14,Wednesday,,,송파구,1.0,0.0,5.0,17.0,송파구,0.049,0.009000000000000001,0.7,0.004,51.0,24.0
2018/11/15,Thursday,,,송파구,1.0,0.0,5.0,16.0,송파구,0.055,0.006,0.7,0.004,71.0,37.0
2018/11/16,Friday,,,송파구,1.0,0.0,4.0,15.0,송파구,0.057,0.004,0.9,0.005,91.0,51.0
2018/11/17,Saturday,,1.0,송파구,1.0,0.0,1.0,11.0,,,,,,,
2018/11/18,Sunday,,1.0,송파구,1.0,0.0,2.0,11.0,,,,,,,
2018/11/19,Monday,,,송파구,1.0,0.0,3.0,11.0,송파구,0.047,0.005,0.9,0.005,68.0,38.0
2018/11/20,Tuesday,,,송파구,0.0,1.0,0.0,13.0,송파구,0.046,0.01,0.6,0.005,58.0,22.0
2018/11/21,Wednesday,,,송파구,0.0,1.0,3.0,8.0,송파구,0.044,0.009000000000000001,0.5,0.004,40.0,19.0
2018/11/22,Thursday,,,송파구,1.0,0.0,-1.0,7.0,송파구,0.029,0.018000000000000002,0.4,0.003,28.0,9.0
2018/11/23,Friday,,,송파구,1.0,0.0,-3.0,8.0,송파구,0.038,0.012,0.5,0.003,30.0,13.0
2018/11/24,Saturday,,1.0,송파구,0.0,1.0,0.0,4.0,송파구,0.038,0.009000000000000001,0.4,0.003,25.0,16.0
2018/11/25,Sunday,,1.0,송파구,1.0,0.0,1.0,10.0,송파구,0.042,0.005,0.7,0.003,54.0,40.0
2018/11/26,Monday,,,송파구,1.0,0.0,2.0,14.0,송파구,0.043,0.005,0.8,0.005,61.0,45.0
2018/11/27,Tuesday,,,송파구,1.0,0.0,3.0,13.0,송파구,0.048,0.003,1.0,0.005,185.0,59.0
2018/11/28,Wednesday,,,송파구,1.0,0.0,2.0,11.0,송파구,0.036000000000000004,0.012,0.5,0.004,151.0,33.0
2018/11/29,Thursday,,,송파구,0.0,1.0,1.0,7.0,송파구,0.047,0.002,0.7,0.004,100.0,31.0
2018/11/30,Friday,,,송파구,1.0,0.0,-2.0,8.0,송파구,0.05,0.005,0.7,0.004,89.0,35.0
2018/12/01,Saturday,,1.0,송파구,1.0,0.0,1.0,12.0,송파구,0.052000000000000005,0.006,0.7,0.004,61.0,28.0
2018/12/02,Sunday,,1.0,송파구,1.0,0.0,3.0,12.0,송파구,0.046,0.004,0.8,0.003,66.0,36.0
2018/12/03,Monday,,,송파구,0.0,1.0,9.0,14.0,송파구,0.051,0.003,0.8,0.003,49.0,32.0
2018/12/04,Tuesday,,,송파구,0.0,1.0,0.0,12.0,송파구,0.034,0.005,0.7,0.002,36.0,25.0
2018/12/05,Wednesday,,,송파구,1.0,0.0,-4.0,3.0,송파구,0.029,0.011,0.4,0.003,33.0,14.0
2018/12/06,Thursday,,,송파구,0.0,1.0,-1.0,7.0,송파구,0.037000000000000005,0.006999999999999999,0.5,0.003,43.0,19.0
2018/12/07,Friday,,,송파구,1.0,0.0,-10.0,-1.0,송파구,0.019,0.02,0.3,0.003,27.0,10.0
2018/12/08,Saturday,,1.0,송파구,1.0,0.0,-11.0,-4.0,송파구,0.021,0.018000000000000002,0.4,0.003,27.0,8.0
2018/12/09,Sunday,,1.0,송파구,1.0,0.0,-12.0,-2.0,송파구,0.024,0.017,0.5,0.003,27.0,11.0
2018/12/10,Monday,,,송파구,1.0,0.0,-8.0,5.0,송파구,0.048,0.006,0.7,0.003,42.0,21.0
2018/12/11,Tuesday,,,송파구,1.0,0.0,-2.0,3.0,송파구,0.046,0.004,0.6,0.003,42.0,22.0
2018/12/12,Wednesday,,,송파구,1.0,0.0,-5.0,2.0,송파구,0.037000000000000005,0.012,0.6,0.004,52.0,27.0
2018/12/13,Thursday,,,송파구,0.0,1.0,-6.0,2.0,송파구,0.041,0.009000000000000001,0.6,0.004,43.0,28.0
2018/12/14,Friday,,,송파구,1.0,0.0,-8.0,1.0,송파구,0.04,0.008,0.6,0.004,36.0,18.0
2018/12/15,Saturday,,1.0,송파구,1.0,0.0,-8.0,3.0,송파구,0.051,0.004,0.8,0.004,54.0,35.0
2018/12/16,Sunday,,1.0,송파구,0.0,1.0,-3.0,2.0,송파구,0.051,0.003,0.8,0.004,54.0,41.0
2018/12/17,Monday,,,송파구,0.0,1.0,-2.0,6.0,송파구,0.045,0.008,0.8,0.005,75.0,53.0
2018/12/18,Tuesday,,,송파구,1.0,0.0,-3.0,7.0,송파구,0.051,0.006,0.8,0.004,48.0,29.0
2018/12/19,Wednesday,,,송파구,1.0,0.0,1.0,10.0,송파구,0.053,0.006,0.8,0.005,59.0,34.0
2018/12/20,Thursday,,,송파구,1.0,0.0,-1.0,10.0,송파구,0.061,0.005,1.0,0.005,64.0,37.0
2018/12/21,Friday,,,송파구,1.0,0.0,0.0,10.0,송파구,0.062,0.003,1.0,0.005,79.0,47.0
2018/12/22,Saturday,,1.0,송파구,1.0,0.0,3.0,12.0,송파구,0.071,0.006,1.2,0.006,98.0,68.0
2018/12/23,Sunday,,1.0,송파구,1.0,0.0,-3.0,8.0,송파구,0.031,0.017,0.6,0.004,59.0,32.0
2018/12/24,Monday,,,송파구,1.0,0.0,-6.0,3.0,송파구,0.035,0.012,0.5,0.004,28.0,12.0
2018/12/25,Tuesday,기독탄신일,1.0,송파구,1.0,0.0,-4.0,5.0,송파구,0.049,0.004,0.6,0.004,38.0,23.0
2018/12/26,Wednesday,,,송파구,1.0,0.0,-7.0,3.0,송파구,0.036000000000000004,0.01,0.6,0.004,56.0,29.0
2018/12/27,Thursday,,,송파구,1.0,0.0,-13.0,-7.0,송파구,0.022,0.017,0.4,0.003,31.0,8.0
2018/12/28,Friday,,,송파구,1.0,0.0,-14.0,-7.0,송파구,0.027000000000000003,0.012,0.5,0.004,39.0,12.0
2018/12/29,Saturday,,1.0,송파구,1.0,0.0,-11.0,-3.0,송파구,0.024,0.017,0.4,0.003,44.0,8.0
2018/12/30,Sunday,,1.0,송파구,1.0,0.0,-11.0,-1.0,송파구,0.031,0.012,0.6,0.004,34.0,16.0
2018/12/31,Monday,,,송파구,1.0,0.0,-11.0,-1.0,송파구,0.047,0.005,0.8,0.004,47.0,28.0
2019/01/01,Tuesday,1월1일,1.0,송파구,1.0,0.0,-8.0,-1.0,송파구,0.042,0.011,0.8,0.004,44.0,28.0
2019/01/02,Wednesday,,,송파구,1.0,0.0,-9.0,0.0,송파구,0.042,0.009000000000000001,0.7,0.004,37.0,21.0
