date,m_count,LG_rate,두산_rate
2017/03/31,1038,0.09922928709055877,0.055876685934489405
2017/04/01,2001,0.09245377311344327,0.07746126936531735
2017/04/02,1864,0.17757510729613735,0.11856223175965665
2017/04/03,200,0.205,0.055
2017/04/04,1297,0.2058596761757903,0.07478797224363917
2017/04/05,287,0.24738675958188153,0.04878048780487805
2017/04/06,1369,0.19941563184806427,0.08327246165084003
2017/04/07,1838,0.2366702937976061,0.04352557127312296
2017/04/08,2090,0.23540669856459331,0.09473684210526316
2017/04/09,1659,0.14526823387582882,0.062085593731163354
2017/04/10,274,0.11313868613138686,0.051094890510948905
2017/04/11,1966,0.16225839267548323,0.06510681586978637
2017/04/12,1811,0.1507454445057979,0.08282716731087797
2017/04/13,1653,0.16999395039322443,0.08650937689050212
2017/04/14,1505,0.13089700996677742,0.08704318936877077
2017/04/15,1563,0.21305182341650672,0.10748560460652591
2017/04/16,1482,0.18353576248313092,0.07219973009446694
2017/04/17,548,0.09306569343065693,0.15328467153284672
2017/04/18,2334,0.20179948586118251,0.12210796915167095
2017/04/19,1612,0.1575682382133995,0.11600496277915633
2017/04/20,1826,0.17524644030668127,0.07776560788608981
2017/04/21,2011,0.16658378915962208,0.14669318746892093
2017/04/22,1993,0.18665328650275967,0.09683893627696939
2017/04/23,1786,0.18365061590145576,0.10582306830907055
2017/04/24,344,0.31976744186046513,0.040697674418604654
2017/04/25,1458,0.14266117969821673,0.1310013717421125
2017/04/26,1355,0.18228782287822878,0.12915129151291513
2017/04/27,1497,0.2010688042752171,0.07214428857715431
2017/04/28,1539,0.16114359974009096,0.10396361273554255
2017/04/29,1944,0.10339506172839506,0.14351851851851852
2017/04/30,1398,0.23032904148783978,0.0994277539341917
2017/05/01,243,0.24691358024691357,0.11934156378600823
2017/05/02,1579,0.1317289423685877,0.1279290690310323
2017/05/03,1645,0.13556231003039515,0.07355623100303951
2017/05/04,1732,0.2546189376443418,0.05542725173210162
2017/05/05,2007,0.2610861983059293,0.07473841554559044
2017/05/06,1665,0.2510510510510511,0.07207207207207207
2017/05/07,1693,0.245126993502658,0.08919078558771412
2017/05/08,292,0.2842465753424658,0.09246575342465753
2017/05/09,508,0.10826771653543307,0.031496062992125984
2017/05/10,1071,0.2698412698412698,0.06629318394024276
2017/05/11,1246,0.2624398073836276,0.0521669341894061
2017/05/12,1447,0.32204561161022804,0.01796821008984105
2017/05/13,1541,0.1765087605451006,0.09669046073977937
2017/05/14,1392,0.21982758620689655,0.0625
2017/05/15,259,0.3861003861003861,0.09266409266409266
2017/05/16,1618,0.273176761433869,0.09517923362175525
2017/05/17,1534,0.15840938722294653,0.12842242503259452
2017/05/18,1630,0.1668711656441718,0.08711656441717791
2017/05/19,1789,0.1917272219116825,0.14086081609837897
2017/05/20,1508,0.1816976127320955,0.10875331564986737
2017/05/21,2021,0.17169717961405245,0.10440376051459674
2017/05/22,327,0.21100917431192662,0.0672782874617737
2017/05/23,1542,0.06031128404669261,0.02529182879377432
2017/05/24,1817,0.21463951568519538,0.11502476609796368
2017/05/25,2134,0.26569821930646675,0.13214620431115276
2017/05/26,1699,0.20011771630370806,0.19540906415538553
2017/05/27,1653,0.278886872353297,0.08469449485783424
2017/05/28,2091,0.17790530846484937,0.09182209469153516
2017/05/29,434,0.2350230414746544,0.06221198156682028
2017/05/30,1664,0.2109375,0.04927884615384615
2017/05/31,1484,0.19946091644204852,0.06132075471698113
2017/06/01,1426,0.14866760168302945,0.08835904628330996
2017/06/02,1419,0.10852713178294573,0.07047216349541931
2017/06/03,1490,0.15503355704697985,0.10067114093959731
2017/06/04,1502,0.1804260985352863,0.16245006657789615
2017/06/05,374,0.16310160427807488,0.09090909090909091
2017/06/06,1198,0.037562604340567615,0.22454090150250416
2017/06/07,1503,0.2102461743180306,0.11776447105788423
2017/06/08,1382,0.14327062228654125,0.14544138929088277
2017/06/09,1567,0.11997447351627313,0.1001914486279515
2017/06/10,1284,0.13862928348909656,0.21339563862928349
2017/06/11,1651,0.17262265293761356,0.10539067231980617
2017/06/12,390,0.21794871794871795,0.1641025641025641
2017/06/13,1781,0.19090398652442447,0.08590679393599102
2017/06/14,1410,0.1425531914893617,0.07304964539007092
2017/06/15,1784,0.19338565022421525,0.07455156950672645
2017/06/16,1888,0.19279661016949154,0.048199152542372885
2017/06/17,1249,0.15932746196957567,0.08646917534027222
2017/06/18,1897,0.19715340010542962,0.11333684765419083
2017/06/19,267,0.2209737827715356,0.07116104868913857
2017/06/20,1117,0.2775290957923008,0.017009847806624886
2017/06/21,1392,0.1314655172413793,0.1285919540229885
2017/06/22,1567,0.14039566049776644,0.06381620931716656
2017/06/23,1274,0.21350078492935637,0.1075353218210361
2017/06/24,1300,0.1346153846153846,0.13923076923076924
2017/06/25,1810,0.1298342541436464,0.11767955801104972
2017/06/26,559,0.2003577817531306,0.18604651162790697
2017/06/27,1929,0.27319854847071023,0.09072058061171591
2017/06/28,2272,0.2680457746478873,0.04665492957746479
2017/06/29,1219,0.0844954881050041,0.05906480721903199
2017/06/30,1537,0.14638906961613532,0.07482108002602472
2017/07/01,1818,0.1276127612761276,0.034103410341034104
2017/07/02,1565,0.19105431309904153,0.038338658146964855
2017/07/03,434,0.195852534562212,0.04608294930875576
2017/07/04,1082,0.06469500924214418,0.018484288354898338
2017/07/05,2102,0.07659372026641294,0.017602283539486202
2017/07/06,1210,0.0371900826446281,0.00743801652892562
2017/07/07,1092,0.06776556776556776,0.11721611721611722
2017/07/08,1280,0.10546875,0.0125
2017/07/09,1355,0.22952029520295203,0.11070110701107011
2017/07/10,331,0.4471299093655589,0.02416918429003021
2017/07/11,1517,0.07119314436387607,0.03493737640079104
2017/07/12,1708,0.12295081967213115,0.059718969555035126
2017/07/13,1425,0.11859649122807017,0.05543859649122807
2017/07/14,399,0.15288220551378445,0.03508771929824561
2017/07/15,388,0.12886597938144329,0.05154639175257732
2017/07/16,212,0.1509433962264151,0.04245283018867924
2017/07/17,174,0.11494252873563218,0.05747126436781609
2017/07/18,1235,0.18299595141700406,0.07692307692307693
2017/07/19,1218,0.10837438423645321,0.046798029556650245
2017/07/20,1731,0.17966493356441363,0.03292894280762565
2017/07/21,2061,0.2712275594371664,0.051431344007763224
2017/07/22,1100,0.09454545454545454,0.06181818181818182
2017/07/23,1469,0.15520762423417292,0.11164057181756297
2017/07/24,260,0.13846153846153847,0.08461538461538462
2017/07/25,1117,0.13070725156669652,0.11727842435094002
2017/07/26,1576,0.2303299492385787,0.06598984771573604
2017/07/27,1381,0.24257784214337436,0.09775524981897175
2017/07/28,1995,0.13884711779448622,0.15338345864661654
2017/07/29,1104,0.223731884057971,0.1105072463768116
2017/07/30,1081,0.17853839037927843,0.15541165587419056
2017/07/31,608,0.13651315789473684,0.04276315789473684
2017/08/01,1300,0.20692307692307693,0.11384615384615385
2017/08/02,1411,0.29128277817150955,0.10914245216158752
2017/08/03,1111,0.27992799279927993,0.09720972097209721
2017/08/04,1373,0.26219956300072833,0.2112163146394756
2017/08/05,1422,0.3333333333333333,0.23066104078762306
2017/08/06,1060,0.2839622641509434,0.2981132075471698
2017/08/07,314,0.19745222929936307,0.18789808917197454
2017/08/08,1179,0.21374045801526717,0.13655640373197625
2017/08/09,1215,0.1934156378600823,0.16131687242798354
2017/08/10,924,0.2803030303030303,0.15151515151515152
2017/08/11,1466,0.16098226466575716,0.10504774897680765
2017/08/12,1611,0.2228429546865301,0.11483550589695841
2017/08/13,954,0.04507337526205451,0.25681341719077566
2017/08/14,227,0.0881057268722467,0.2026431718061674
2017/08/15,945,0.026455026455026454,0.20952380952380953
2017/08/16,1180,0.1669491525423729,0.10762711864406779
2017/08/17,1388,0.13688760806916425,0.1419308357348703
2017/08/18,1769,0.13114754098360656,0.09609949123798757
2017/08/19,1305,0.1793103448275862,0.10268199233716475
2017/08/20,1019,0.0549558390578999,0.1324828263002944
2017/08/21,235,0.1574468085106383,0.07234042553191489
2017/08/22,1532,0.23368146214099217,0.16253263707571802
2017/08/23,1745,0.1489971346704871,0.10257879656160458
2017/08/24,1307,0.18362662586074982,0.23871461361897475
2017/08/25,1688,0.12085308056872038,0.20260663507109006
2017/08/26,2026,0.17818361303060218,0.20384995064165845
2017/08/27,1937,0.20908621579762518,0.26897263810015487
2017/08/28,284,0.2605633802816901,0.15845070422535212
2017/08/29,2139,0.15194015895278168,0.1972884525479196
2017/08/30,1701,0.18636096413874192,0.15637860082304528
2017/08/31,1336,0.2155688622754491,0.1339820359281437
2017/09/01,1202,0.129783693843594,0.10149750415973377
2017/09/02,1143,0.14960629921259844,0.0831146106736658
2017/09/03,1359,0.11626195732155997,0.046357615894039736
2017/09/04,346,0.16473988439306358,0.03757225433526012
2017/09/05,1253,0.21787709497206703,0.08858739026336791
2017/09/06,984,0.20020325203252032,0.18902439024390244
2017/09/07,1427,0.2725998598458304,0.09320252277505256
2017/09/08,1468,0.29427792915531337,0.06471389645776567
2017/09/09,1329,0.1963882618510158,0.08653122648607976
2017/09/10,1126,0.2877442273534636,0.10568383658969804
2017/09/11,748,0.15240641711229946,0.08422459893048129
2017/09/12,1372,0.20262390670553937,0.18002915451895043
2017/09/13,1275,0.1450980392156863,0.10901960784313726
2017/09/14,1663,0.2465423932651834,0.11785929043896573
2017/09/15,1445,0.186159169550173,0.07681660899653979
2017/09/16,1365,0.14285714285714285,0.08498168498168499
2017/09/17,1108,0.13176895306859207,0.13357400722021662
2017/09/18,281,0.1494661921708185,0.12811387900355872
2017/09/19,1401,0.3868665239114918,0.11134903640256959
2017/09/20,1208,0.23841059602649006,0.12334437086092716
2017/09/21,508,0.421259842519685,0.07677165354330709
2017/09/22,1081,0.17761332099907493,0.22664199814986125
2017/09/23,1013,0.22211253701875616,0.03751233958538993
2017/09/24,1338,0.18236173393124067,0.1726457399103139
2017/09/25,291,0.140893470790378,0.18900343642611683
2017/09/26,908,0.13215859030837004,0.03303964757709251
2017/09/27,512,0.09765625,0.3359375
2017/09/28,813,0.17097170971709716,0.03198031980319803
2017/09/29,977,0.20777891504605936,0.0992835209825998
2017/09/30,558,0.33154121863799285,0.03046594982078853
2017/10/01,711,0.1308016877637131,0.29254571026722925
2017/10/02,792,0.07323232323232323,0.06691919191919192
2017/10/03,2367,0.17786227291930715,0.061681453316434307
2017/10/04,382,0.21465968586387435,0.05759162303664921
2017/10/05,622,0.10610932475884244,0.05787781350482315
2017/10/06,288,0.11458333333333333,0.0763888888888889
2017/10/07,290,0.14482758620689656,0.04482758620689655
2017/10/08,1666,0.036614645858343335,0.030012004801920768
2017/10/09,1090,0.06697247706422019,0.022935779816513763
2017/10/10,340,0.25588235294117645,0.08235294117647059
2017/10/11,1337,0.04113687359760658,0.0344053851907255
2017/10/12,293,0.10580204778156997,0.030716723549488054
2017/10/13,864,0.06365740740740741,0.03356481481481482
2017/10/14,195,0.07179487179487179,0.07692307692307693
2017/10/15,1350,0.03925925925925926,0.04814814814814815
2017/10/16,319,0.109717868338558,0.26959247648902823
2017/10/17,1114,0.05116696588868941,0.3895870736086176
2017/10/18,851,0.07873090481786134,0.3337250293772033
2017/10/19,359,0.12256267409470752,0.23119777158774374
2017/10/20,962,0.1444906444906445,0.42515592515592515
2017/10/21,862,0.04640371229698376,0.5626450116009281
2017/10/22,333,0.05405405405405406,0.26126126126126126
2017/10/23,534,0.09550561797752809,0.23782771535580524
2017/10/24,487,0.043121149897330596,0.24229979466119098
2017/10/25,1362,0.027900146842878122,0.39060205580029367
2017/10/26,1626,0.03874538745387454,0.2742927429274293
2017/10/27,385,0.05974025974025974,0.12987012987012986
2017/10/28,1411,0.014883061658398299,0.27781715095676823
2017/10/29,1546,0.022639068564036222,0.23803363518758086
2017/10/30,2365,0.039746300211416494,0.20634249471458774
2017/10/31,706,0.0764872521246459,0.09631728045325778
2017/11/01,246,0.10569105691056911,0.13008130081300814
2017/11/02,266,0.15789473684210525,0.11278195488721804
2017/11/03,352,0.17613636363636365,0.07670454545454546
2017/11/04,191,0.18324607329842932,0.14659685863874344
2017/11/05,177,0.2542372881355932,0.15254237288135594
2017/11/06,337,0.13353115727002968,0.06231454005934718
2017/11/07,259,0.1776061776061776,0.0888030888030888
2017/11/08,437,0.16247139588100687,0.12128146453089245
2017/11/09,245,0.1673469387755102,0.09795918367346938
2017/11/10,263,0.21292775665399238,0.049429657794676805
2017/11/11,212,0.25,0.07547169811320754
2017/11/12,205,0.24878048780487805,0.05853658536585366
2017/11/13,341,0.21994134897360704,0.0469208211143695
2017/11/14,226,0.43805309734513276,0.04424778761061947
2017/11/15,321,0.32398753894080995,0.21495327102803738
2017/11/16,1066,0.14821763602251406,0.11538461538461539
2017/11/17,547,0.14442413162705667,0.06398537477148081
2017/11/18,179,0.27932960893854747,0.027932960893854747
2017/11/19,468,0.15598290598290598,0.08333333333333333
2017/11/20,206,0.1796116504854369,0.02912621359223301
2017/11/21,1256,0.10509554140127389,0.04856687898089172
2017/11/22,1679,0.4324002382370459,0.044073853484216795
2017/11/23,519,0.41040462427745666,0.04816955684007707
2017/11/24,306,0.3137254901960784,0.10784313725490197
2017/11/25,307,0.26384364820846906,0.05863192182410423
2017/11/26,528,0.29734848484848486,0.09090909090909091
2017/11/27,746,0.19302949061662197,0.054959785522788206
2017/11/28,939,0.25452609158679446,0.10649627263045794
2017/11/29,418,0.20334928229665072,0.07416267942583732
2017/11/30,482,0.26556016597510373,0.0954356846473029
2017/12/01,317,0.17981072555205047,0.22082018927444794
2017/12/02,146,0.1917808219178082,0.1095890410958904
2017/12/03,194,0.2268041237113402,0.19072164948453607
2017/12/04,249,0.30522088353413657,0.08835341365461848
2017/12/05,408,0.23039215686274508,0.2769607843137255
2017/12/06,224,0.16964285714285715,0.12946428571428573
2017/12/07,258,0.313953488372093,0.07751937984496124
2017/12/08,207,0.3333333333333333,0.05314009661835749
2017/12/09,162,0.3271604938271605,0.06790123456790123
2017/12/10,159,0.3333333333333333,0.2138364779874214
2017/12/11,323,0.16718266253869968,0.20123839009287925
2017/12/12,171,0.17543859649122806,0.14035087719298245
2017/12/13,581,0.35111876075731496,0.13253012048192772
2017/12/14,284,0.36971830985915494,0.04225352112676056
2017/12/15,133,0.3157894736842105,0.06766917293233082
2017/12/16,111,0.2972972972972973,0.12612612612612611
2017/12/17,89,0.3146067415730337,0.056179775280898875
2017/12/18,208,0.20192307692307693,0.23076923076923078
